track,sample,outcome,spec_id,spec_label,hypothesis_family,weight_status,weight_column,sample_n,folds,nuisance_learner,engine_impl,x_block_id,x_exclude_columns,x_feature_count,treatment,estimate,std_error,ci_low,ci_high,p_value,outcome_oof_r2,treatment_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,p_value_adj_bh,p_value_adj_holm,significant_bh_0_05,significant_holm_0_05,permutation_id,source_path
track2,main,belonging_stance,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,-0.0001842315535821,0.0004858137587879,-0.0011364090240005,0.0007679459168362,0.7045225751913397,-0.0457472337876441,-0.3391022492707074,-0.4131214296215169,0.014363607914086,3518.9806278078927,0.8070735674487762,1.0,0,0,1,
track2,main,belonging_stance,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,5.498375470110655e-06,7.113427131893897e-06,-8.443685515051437e-06,1.9440436455272745e-05,0.4395476483232717,-0.0457472337876441,-0.5020048940468924,-0.4131214296215169,0.014363607914086,3518.9806278078927,0.7911857669818891,1.0,0,0,1,
track2,main,belonging_stance,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,0.0316628868092556,0.0222133307776361,-0.0118744414915863,0.0752002151100976,0.1540415414979073,-0.0457472337876441,-0.3982571455469508,-0.4131214296215169,0.014363607914086,3518.9806278078927,0.6499802254082071,1.0,0,0,1,
track2,main,how_multimodal_score_mean,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,0.0017753956510959,0.0009943483440698,-0.0001734912913678,0.0037242825935598,0.0741824218070102,-0.2095359347734029,-0.3391022492707074,-0.4131214296215169,0.0128426537156398,3518.9806278078927,0.5007313471973195,1.0,0,0,1,
track2,main,how_multimodal_score_mean,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,-1.1239419005312968e-05,1.1442378802084833e-05,-3.366606935486381e-05,1.1187231344237873e-05,0.3259705698195335,-0.2095359347734029,-0.5020048940468924,-0.4131214296215169,0.0128426537156398,3518.9806278078927,0.7494630467261374,1.0,0,0,1,
track2,main,how_multimodal_score_mean,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,0.0137710444450495,0.0367021437543182,-0.0581638354688259,0.085705924358925,0.7075036232636702,-0.2095359347734029,-0.3982571455469508,-0.4131214296215169,0.0128426537156398,3518.9806278078927,0.8070735674487762,1.0,0,0,1,
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,0.000363105650783,0.0009507430031895,-0.0015003163940219,0.0022265276955881,0.7025223565977436,-0.1967440028743607,-0.3241346624057541,-0.3280099544982929,0.0086680553295621,3086.5248307963816,0.8971209026630997,1.0,0,0,2,
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,-2.9352190024442365e-05,1.2549409846912067e-05,-5.394858135162234e-05,-4.755798697262395e-06,0.0193390613121733,-0.1967440028743607,-0.2074812540712785,-0.3280099544982929,0.0086680553295621,3086.5248307963816,0.3481031036191194,0.3481031036191194,0,0,2,
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,0.0596942712868716,0.0369258053017795,-0.0126789772047545,0.1320675197784978,0.1059645674760041,-0.1967440028743607,-0.4524139470178461,-0.3280099544982929,0.0086680553295621,3086.5248307963816,0.381472442913615,1.0,0,0,2,
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,0.000171403181665,0.0011752283307226,-0.0021320020201624,0.0024748083834926,0.88404240347088,-0.0812321116825027,-0.3241346624057541,-0.3280099544982929,0.0058398036011437,3086.5248307963816,0.9202815397047264,1.0,0,0,2,
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,-2.045487199424788e-05,1.566720083834062e-05,-5.116202137595123e-05,1.0252277387455476e-05,0.1916935158647472,-0.0812321116825027,-0.2074812540712785,-0.3280099544982929,0.0058398036011437,3086.5248307963816,0.4929261836522072,1.0,0,0,2,
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,0.0844298377427636,0.0485034872033307,-0.0106352503003639,0.1794949257858913,0.0817368379313139,-0.0812321116825027,-0.4524139470178461,-0.3280099544982929,0.0058398036011437,3086.5248307963816,0.381472442913615,1.0,0,0,2,
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,-0.0004487105364721,0.0014526145866032,-0.003295782809632,0.0023983617366877,0.7573987014300662,-0.1321824819757378,-0.356331126914591,-0.3808132017729786,0.0007403865528421,3185.0336158735267,0.8971209026630997,1.0,0,0,2,
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,-4.482906138213375e-06,1.7466282047046466e-05,-3.8716189894242976e-05,2.9750377617816222e-05,0.7974408023671997,-0.1321824819757378,-0.2698107472771445,-0.3808132017729786,0.0007403865528421,3185.0336158735267,0.8971209026630997,1.0,0,0,2,
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,0.0141991908922882,0.0505913173050908,-0.0849579689561278,0.1133563507407042,0.7789676771736735,-0.1321824819757378,-0.5162977311272003,-0.3808132017729786,0.0007403865528421,3185.0336158735267,0.8971209026630997,1.0,0,0,2,
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,-0.0019677636157675,0.0014735480096454,-0.0048558646441631,0.0009203374126281,0.1817482166800749,-0.0822607658318865,-0.356331126914591,-0.3808132017729786,0.0122714961304897,3185.0336158735267,0.4929261836522072,1.0,0,0,2,
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,-1.2774635079820907e-05,2.467423629064862e-05,-6.113524955552338e-05,3.558597939588156e-05,0.6046454556006657,-0.0822607658318865,-0.2698107472771445,-0.3808132017729786,0.0122714961304897,3185.0336158735267,0.8971209026630997,1.0,0,0,2,
