track,outcome,spec_id,spec_label,hypothesis_family,treatment_columns,n_treatments,weight_status,weight_column,sample_n,engine_target,x_block_id,x_exclude_columns,status,notes,folds,nuisance_learner,x_feature_count,engine_impl,coefficient_rows,outcome_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,error_message
track2,authority_stance,timing_total,Timing total effect,R13,age_at_first_exposure,1,unweighted,,633,dml_plr,primary,,estimated,Sequential DML Layer 1 total timing effect without conditioning on dosage or severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.2839488229017715,0.995908135794145,0.001781469983852424,2.036793294754289,
track2,belonging_stance,timing_total,Timing total effect,R13,age_at_first_exposure,1,unweighted,,633,dml_plr,primary,,estimated,Sequential DML Layer 1 total timing effect without conditioning on dosage or severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,0.04847418737619713,0.995908135794145,0.0029104835375023397,2.036793294754289,
track2,how_multimodal_score_mean,timing_total,Timing total effect,R13,age_at_first_exposure,1,unweighted,,633,dml_plr,primary,,estimated,Sequential DML Layer 1 total timing effect without conditioning on dosage or severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.12019568313229412,0.995908135794145,0.0008542095484537215,2.036793294754289,
track2,authority_stance,timing_total,Timing total effect,R13,age_at_first_exposure,1,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Sequential DML Layer 1 total timing effect without conditioning on dosage or severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.33431890495982186,0.9956737825344937,0.00018134343889231186,2.20568289769208,
track2,belonging_stance,timing_total,Timing total effect,R13,age_at_first_exposure,1,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Sequential DML Layer 1 total timing effect without conditioning on dosage or severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,0.09319078528082247,0.9956737825344937,0.013332629234278581,2.20568289769208,
track2,how_multimodal_score_mean,timing_total,Timing total effect,R13,age_at_first_exposure,1,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,Sequential DML Layer 1 total timing effect without conditioning on dosage or severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.17630782238296727,0.9956737825344937,0.0038929236768082687,2.20568289769208,
track2,authority_stance,timing_total,Timing total effect,R13,age_at_first_exposure,1,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Sequential DML Layer 1 total timing effect without conditioning on dosage or severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.3464896241871518,0.9939920942962006,0.0005127308862847846,2.0510838783866157,
track2,belonging_stance,timing_total,Timing total effect,R13,age_at_first_exposure,1,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Sequential DML Layer 1 total timing effect without conditioning on dosage or severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.045747233787644115,0.9939920942962006,0.017414349301207332,2.0510838783866157,
track2,how_multimodal_score_mean,timing_total,Timing total effect,R13,age_at_first_exposure,1,rake,rake_weight_v1,632,dml_plr,primary,,estimated,Sequential DML Layer 1 total timing effect without conditioning on dosage or severity.,5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,1,-0.20953593477340293,0.9939920942962006,0.0001776686113104109,2.0510838783866157,
