track,sample,outcome,spec_id,spec_label,hypothesis_family,weight_status,weight_column,sample_n,folds,nuisance_learner,engine_impl,x_block_id,x_exclude_columns,x_feature_count,treatment,estimate,std_error,ci_low,ci_high,p_value,outcome_oof_r2,treatment_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,p_value_adj_bh,p_value_adj_holm,significant_bh_0_05,significant_holm_0_05,source_path,estimate_reference,std_error_reference,p_value_reference,estimate_delta_vs_reference,std_error_ratio_vs_reference,same_sign_as_reference,rows_before_trim,rows_after_trim
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,561,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,0.0384598649146675,0.0460002514227279,-0.0516989711536666,0.1286187009830017,0.4031102082734746,-0.2965488085386529,0.9968345128228652,0.1713451282634994,0.040898010069287,3466.1881406458265,0.5883230066693954,1.0,0,0,robustness/causal_robustness_v2/r4/track1_per_cell/track1_per_cell_estimates_v1.csv,0.0016314485149317,0.02219093088568,0.941393359431192,0.036828416399735796,2.0729302281055846,1.0,633,562
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,561,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,5.296473071916479e-05,2.3544628359154924e-05,6.818107105840745e-06,9.911135433248884e-05,0.0244777629791753,-0.2965488085386529,-0.2170881573270542,0.1713451282634994,0.040898010069287,3466.1881406458265,0.1382452977761314,1.0,0,0,robustness/causal_robustness_v2/r4/track1_per_cell/track1_per_cell_estimates_v1.csv,1.850126609838749e-05,2.329538356455997e-05,0.4270771977257297,3.44634646207773e-05,1.0106993213442572,1.0,633,562
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,561,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,0.0021622556275464,0.0523817795394474,-0.1005041457158876,0.1048286569709804,0.9670736547186352,-0.2965488085386529,-0.2657109707053127,0.1713451282634994,0.040898010069287,3466.1881406458265,0.9670736547186352,1.0,0,0,robustness/causal_robustness_v2/r4/track1_per_cell/track1_per_cell_estimates_v1.csv,0.029860925196916,0.0468904935774151,0.5242404149951592,-0.027698669569369602,1.1171087259503105,1.0,633,562
track1_per_cell,main,share_joint_Distrust_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,561,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,0.0039920996477787,0.0229847946508031,-0.0410572700598442,0.0490414693554017,0.8621135193854846,-0.2930754445199017,0.9968345128228652,0.1713451282634994,0.0316984926081834,3466.1881406458265,0.9636382795393644,1.0,0,0,robustness/causal_robustness_v2/r4/track1_per_cell/track1_per_cell_estimates_v1.csv,0.0111099233476852,0.0274220257885493,0.6853702145301053,-0.0071178236999065005,0.8381873326222649,1.0,633,562
track1_per_cell,main,share_joint_Distrust_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,561,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,-3.228251015570047e-05,1.0171205953068932e-05,-5.221770750305497e-05,-1.2347312808345963e-05,0.0015039940808813,-0.2930754445199017,-0.2170881573270542,0.1713451282634994,0.0316984926081834,3466.1881406458265,0.0193126882348486,0.076703698124947,1,0,robustness/causal_robustness_v2/r4/track1_per_cell/track1_per_cell_estimates_v1.csv,-1.2815107573026343e-05,1.095574098340595e-05,0.2421152016912866,-1.9467402582674122e-05,0.9283905094575247,1.0,633,562
track1_per_cell,main,share_joint_Distrust_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,561,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,0.1179558715069045,0.0366847650745964,0.0460550531793825,0.1898566898344264,0.0013026685611585,-0.2930754445199017,-0.2657109707053127,0.1713451282634994,0.0316984926081834,3466.1881406458265,0.0193126882348486,0.0677387651802462,1,0,robustness/causal_robustness_v2/r4/track1_per_cell/track1_per_cell_estimates_v1.csv,0.1392617062007891,0.0443349801104209,0.0016830029045668,-0.0213058346938846,0.8274451681996735,1.0,633,562
track1_per_cell,main,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,561,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,-0.0432014929374176,0.0357951438161951,-0.1133586856385917,0.0269556997637565,0.2274670652792293,-0.2469852467682414,0.99689032228152,0.179597137296967,0.0157123314672067,3508.137872952368,0.4577621664830216,1.0,0,0,robustness/causal_robustness_v2/r4/track1_per_cell/track1_per_cell_estimates_v1.csv,0.0037565397339553,0.0230481073616987,0.8705287434250556,-0.046958032671372905,1.5530621779243965,0.0,633,562
track1_per_cell,main,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,561,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,4.591046055333021e-06,1.2120087810627836e-05,-1.9163889542960453e-05,2.8345981653626493e-05,0.7048390348607894,-0.2469852467682414,-0.2384922610916495,0.179597137296967,0.0157123314672067,3508.137872952368,0.8780909675593562,1.0,0,0,robustness/causal_robustness_v2/r4/track1_per_cell/track1_per_cell_estimates_v1.csv,1.6044416808411866e-06,1.2511487793583455e-05,0.8979610392091656,2.9866043744918342e-06,0.9687167514037499,1.0,633,562
track1_per_cell,main,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,561,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.0649529741251987,0.0402819688468859,-0.1439041822914597,0.0139982340410622,0.1068623598722737,-0.2469852467682414,-0.2196066492989692,0.179597137296967,0.0157123314672067,3508.137872952368,0.339445143123693,1.0,0,0,robustness/causal_robustness_v2/r4/track1_per_cell/track1_per_cell_estimates_v1.csv,-0.0393447638675631,0.0335249281733084,0.2405563789669994,-0.025608210257635593,1.2015527263368537,1.0,633,562
track1_per_cell,main,share_joint_Injury_discomposed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,561,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,-0.0085868384663497,0.023557583655195,-0.0547588539933214,0.0375851770606218,0.7154815291224383,-0.2838130106017946,0.99689032228152,0.179597137296967,0.0168189303439901,3508.137872952368,0.8780909675593562,1.0,0,0,robustness/causal_robustness_v2/r4/track1_per_cell/track1_per_cell_estimates_v1.csv,-0.0007062919254943,0.0094384870388355,0.9403491342159568,-0.007880546540855399,2.495906765381487,1.0,633,562
