track,sample,outcome,spec_id,spec_label,weight_status,weight_column,sample_n,folds,nuisance_learner,x_block_id,x_exclude_columns,x_feature_count,outcome_oof_r2,mean_treatment_oof_r2,min_treatment_oof_r2,max_treatment_oof_r2,final_model_r2,condition_number,status,error_message
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,unweighted,,633,5,lightgbm_regressor,primary,,30,-0.19674400287436078,-0.3100288171100769,-0.3943331681588771,-0.23161012581472806,0.007594643541860346,3454.1440687403997,estimated,
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,unweighted,,633,5,lightgbm_regressor,primary,,30,-0.08123211168250277,-0.3100288171100769,-0.3943331681588771,-0.23161012581472806,0.009977176125437248,3454.1440687403997,estimated,
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,ipw,ipw_weight_v1,632,5,lightgbm_regressor,primary,,30,-0.1321824819757378,-0.23927708817388718,-0.31461752548803323,-0.15645500485040653,0.013376267073680781,3544.435110198075,estimated,
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,ipw,ipw_weight_v1,632,5,lightgbm_regressor,primary,,30,-0.08226076583188657,-0.23927708817388718,-0.31461752548803323,-0.15645500485040653,0.005523307881736161,3544.435110198075,estimated,
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,rake,rake_weight_v1,632,5,lightgbm_regressor,primary,,30,-0.16347173817735206,-0.283481400512426,-0.3373821361765361,-0.2041255541973972,0.010656794562172611,3553.7735703307526,estimated,
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,rake,rake_weight_v1,632,5,lightgbm_regressor,primary,,30,-0.1334730874740886,-0.283481400512426,-0.3373821361765361,-0.2041255541973972,0.00411181093149815,3553.7735703307526,estimated,
