track,sample,outcome,spec_id,spec_label,weight_status,weight_column,sample_n,folds,nuisance_learner,x_block_id,x_exclude_columns,x_feature_count,outcome_oof_r2,mean_treatment_oof_r2,min_treatment_oof_r2,max_treatment_oof_r2,final_model_r2,condition_number,status,error_message
track1_per_cell,main,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,unweighted,,570,5,lightgbm_regressor,primary,,30,-0.19954971710443337,0.12341675365354954,-0.33047118286332,0.9953726226642758,0.007906199788305646,3516.4704689559767,estimated,
track1_per_cell,main,share_joint_Injury_discomposed,joint_continuous,Joint continuous treatments,unweighted,,570,5,lightgbm_regressor,primary,,30,-0.3163039718318734,0.12341675365354954,-0.33047118286332,0.9953726226642758,0.005372565924049777,3516.4704689559767,estimated,
track1_per_cell,main,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,unweighted,,570,5,lightgbm_regressor,primary,,30,-0.11922730503257029,0.12341675365354954,-0.33047118286332,0.9953726226642758,0.006693333994564288,3516.4704689559767,estimated,
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,unweighted,,570,5,lightgbm_regressor,primary,,30,-0.11787440137194416,0.12341675365354954,-0.33047118286332,0.9953726226642758,0.0016016142127498467,3516.4704689559767,estimated,
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,unweighted,,570,5,lightgbm_regressor,primary,,30,-0.23657363263945408,0.12341675365354954,-0.33047118286332,0.9953726226642758,0.010997602506406579,3516.4704689559767,estimated,
track1_per_cell,main,share_joint_Distrust_discomposed,joint_continuous,Joint continuous treatments,unweighted,,570,5,lightgbm_regressor,primary,,30,-0.2294936776781109,0.12341675365354954,-0.33047118286332,0.9953726226642758,0.025013990327129032,3516.4704689559767,estimated,
track1_per_cell,main,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,ipw,ipw_weight_v1,569,5,lightgbm_regressor,primary,,30,-0.10801434859717585,0.1466077939733311,-0.33398691088350696,0.9934586491576167,0.005721113440183556,3430.9652907470027,estimated,
track1_per_cell,main,share_joint_Injury_discomposed,joint_continuous,Joint continuous treatments,ipw,ipw_weight_v1,569,5,lightgbm_regressor,primary,,30,-0.33484037140598377,0.1466077939733311,-0.33398691088350696,0.9934586491576167,0.006784930293968872,3430.9652907470027,estimated,
track1_per_cell,main,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,ipw,ipw_weight_v1,569,5,lightgbm_regressor,primary,,30,-0.18698987596835792,0.1466077939733311,-0.33398691088350696,0.9934586491576167,0.018047610765078104,3430.9652907470027,estimated,
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,ipw,ipw_weight_v1,569,5,lightgbm_regressor,primary,,30,-0.13511629375867695,0.1466077939733311,-0.33398691088350696,0.9934586491576167,0.009047379397457922,3430.9652907470027,estimated,
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,ipw,ipw_weight_v1,569,5,lightgbm_regressor,primary,,30,-0.24389295035245318,0.1466077939733311,-0.33398691088350696,0.9934586491576167,0.007398057812314396,3430.9652907470027,estimated,
track1_per_cell,main,share_joint_Distrust_discomposed,joint_continuous,Joint continuous treatments,ipw,ipw_weight_v1,569,5,lightgbm_regressor,primary,,30,-0.28470216672047033,0.1466077939733311,-0.33398691088350696,0.9934586491576167,0.053927330595537004,3430.9652907470027,estimated,
track1_per_cell,main,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,rake,rake_weight_v1,569,5,lightgbm_regressor,primary,,30,-0.1497690703713972,0.1585885081104856,-0.3121477739397671,0.9944133991956766,0.017203926636527034,3437.7055074627256,estimated,
track1_per_cell,main,share_joint_Injury_discomposed,joint_continuous,Joint continuous treatments,rake,rake_weight_v1,569,5,lightgbm_regressor,primary,,30,-0.34182468280993694,0.1585885081104856,-0.3121477739397671,0.9944133991956766,0.015274303649645327,3437.7055074627256,estimated,
track1_per_cell,main,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,rake,rake_weight_v1,569,5,lightgbm_regressor,primary,,30,-0.20449745477294745,0.1585885081104856,-0.3121477739397671,0.9944133991956766,0.009252562900064376,3437.7055074627256,estimated,
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,rake,rake_weight_v1,569,5,lightgbm_regressor,primary,,30,-0.1333249959603655,0.1585885081104856,-0.3121477739397671,0.9944133991956766,0.006345331083101646,3437.7055074627256,estimated,
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,rake,rake_weight_v1,569,5,lightgbm_regressor,primary,,30,-0.2678723507322822,0.1585885081104856,-0.3121477739397671,0.9944133991956766,0.008428421331733826,3437.7055074627256,estimated,
track1_per_cell,main,share_joint_Distrust_discomposed,joint_continuous,Joint continuous treatments,rake,rake_weight_v1,569,5,lightgbm_regressor,primary,,30,-0.34227167135288905,0.1585885081104856,-0.3121477739397671,0.9944133991956766,0.08235980598166459,3437.7055074627256,estimated,
