check_id,check_variant,weight_status,outcome,treatment,estimate,std_error,p_value,estimate_delta_vs_reference,same_sign_as_reference,aggregation_variant,t_statistic,partial_r2,rv_q,rv_qa,empirical_p_value,excluded_facility,sample_variant
R1,baseline_default,unweighted,share_joint_Distrust_discomposed,total_days_incarcerated,-2.75354135456284e-06,8.298788650904033e-06,0.7400399857994315,0.0,1.0,,,,,,,,
R1,lasso_cv_regressor,unweighted,share_joint_Distrust_discomposed,total_days_incarcerated,-8.755646495293673e-06,8.485085844922594e-06,0.3021252378516811,-6.002105140730834e-06,1.0,,,,,,,,
R1,random_forest_regressor,unweighted,share_joint_Distrust_discomposed,total_days_incarcerated,-9.5355179957459e-06,7.92994613094126e-06,0.2291816939066305,-6.781976641183061e-06,1.0,,,,,,,,
R1,baseline_default,unweighted,share_joint_Rupture_discomposed,age_at_first_exposure,0.0430081292892167,0.0250888294158867,0.0864857231770966,0.0,1.0,,,,,,,,
R1,lasso_cv_regressor,unweighted,share_joint_Rupture_discomposed,age_at_first_exposure,-0.0103035423967399,0.0453248369443054,0.8201697680636479,-0.0533116716859566,0.0,,,,,,,,
R1,random_forest_regressor,unweighted,share_joint_Rupture_discomposed,age_at_first_exposure,0.0251330048681952,0.0429034866232551,0.5580076929737243,-0.0178751244210214,1.0,,,,,,,,
R1,baseline_default,unweighted,share_joint_Rupture_discomposed,severity_index_v2,-0.0070785900976072,0.0487799819515521,0.8846219687944282,0.0,1.0,,,,,,,,
R1,lasso_cv_regressor,unweighted,share_joint_Rupture_discomposed,severity_index_v2,0.0541394097009416,0.0504770224401341,0.2834705851008929,0.0612179997985488,0.0,,,,,,,,
R1,random_forest_regressor,unweighted,share_joint_Rupture_discomposed,severity_index_v2,0.016817573931414,0.0515654962922105,0.7443183908917774,0.0238961640290212,0.0,,,,,,,,
R1,baseline_default,unweighted,share_joint_Rupture_discomposed,total_days_incarcerated,8.285812669071138e-06,1.56941391581108e-05,0.5975299754925918,0.0,1.0,,,,,,,,
R1,lasso_cv_regressor,unweighted,share_joint_Rupture_discomposed,total_days_incarcerated,-1.513840902815335e-05,1.7631588611467656e-05,0.390563521694919,-2.3424221697224487e-05,0.0,,,,,,,,
R1,random_forest_regressor,unweighted,share_joint_Rupture_discomposed,total_days_incarcerated,-3.915241382509125e-06,1.6759180806198596e-05,0.8152817803009672,-1.2201054051580264e-05,0.0,,,,,,,,
R2,folds_10,ipw,authority_stance,age_at_first_exposure,0.0001262353066493,0.0105576139775771,0.9904600790924444,-0.0034374353490592,1.0,,,,,,,,
R2,folds_3,ipw,authority_stance,age_at_first_exposure,0.006603383168687,0.0133608006860884,0.6211398097983376,0.0030397125129785,1.0,,,,,,,,
R2,folds_5_baseline,ipw,authority_stance,age_at_first_exposure,0.0035636706557085,0.0092590825470131,0.7003235263750347,0.0,1.0,,,,,,,,
R2,folds_10,ipw,authority_stance,severity_index_v2,0.0410923286339904,0.0133108428304104,0.0020209784291004,0.0001842711113071,1.0,,,,,,,,
R2,folds_3,ipw,authority_stance,severity_index_v2,0.0386862377520954,0.0131894150592343,0.0033556591409574,-0.0022218197705878,1.0,,,,,,,,
R2,folds_5_baseline,ipw,authority_stance,severity_index_v2,0.0409080575226832,0.0127573935741981,0.0013430632067406,0.0,1.0,,,,,,,,
R2,folds_10,ipw,authority_stance,total_days_incarcerated,7.168736393833041e-06,5.306218232877551e-06,0.176693285890473,-1.0913981102059291e-06,1.0,,,,,,,,
R2,folds_3,ipw,authority_stance,total_days_incarcerated,5.5178956596093375e-06,4.653680222193322e-06,0.2357385008040445,-2.7422388444296325e-06,1.0,,,,,,,,
R2,folds_5_baseline,ipw,authority_stance,total_days_incarcerated,8.26013450403897e-06,5.126554732201518e-06,0.107126383172515,0.0,1.0,,,,,,,,
R2,folds_10,ipw,belonging_stance,age_at_first_exposure,0.0136792068479658,0.0099438182963117,0.168930230346528,-0.0040858134191012,1.0,,,,,,,,
R2,folds_3,ipw,belonging_stance,age_at_first_exposure,0.0260150710353318,0.0153774376406722,0.0906900421491013,0.0082500507682648,1.0,,,,,,,,
R2,folds_5_baseline,ipw,belonging_stance,age_at_first_exposure,0.017765020267067,0.0092660419805563,0.0552102724768018,0.0,1.0,,,,,,,,
R2,folds_10,ipw,belonging_stance,severity_index_v2,0.0004109068059483,0.0197708901923835,0.9834184201227244,0.0005365596071259,0.0,,,,,,,,
R2,folds_3,ipw,belonging_stance,severity_index_v2,0.0099402617316275,0.0189312898604034,0.5995341863134801,0.0100659145328051,0.0,,,,,,,,
R2,folds_5_baseline,ipw,belonging_stance,severity_index_v2,-0.0001256528011776,0.0182716696273877,0.994513055352366,0.0,1.0,,,,,,,,
R2,folds_10,ipw,belonging_stance,total_days_incarcerated,3.6474743033771472e-06,6.119058483247586e-06,0.551118954413993,-1.2850730081049136e-06,1.0,,,,,,,,
R2,folds_3,ipw,belonging_stance,total_days_incarcerated,8.11517472234686e-06,5.863475496715268e-06,0.1663519462192725,3.1826274108647994e-06,1.0,,,,,,,,
R2,folds_5_baseline,ipw,belonging_stance,total_days_incarcerated,4.932547311482061e-06,5.912857673697383e-06,0.4041643424754189,0.0,1.0,,,,,,,,
R2,folds_10,ipw,how_multimodal_score_mean,age_at_first_exposure,0.0241124323081635,0.0190139892262599,0.2047473580924733,0.0063981367305252,1.0,,,,,,,,
R2,folds_3,ipw,how_multimodal_score_mean,age_at_first_exposure,0.0140959269593915,0.0294806577027503,0.6325494706070593,-0.0036183686182467,1.0,,,,,,,,
R2,folds_5_baseline,ipw,how_multimodal_score_mean,age_at_first_exposure,0.0177142955776383,0.0174096876999245,0.3089173161790555,0.0,1.0,,,,,,,,
R2,folds_10,ipw,how_multimodal_score_mean,severity_index_v2,0.0398563133927883,0.0384151439322943,0.299495601531991,-0.0030878258258901,1.0,,,,,,,,
R2,folds_3,ipw,how_multimodal_score_mean,severity_index_v2,0.0170987147991881,0.0338774067179291,0.6137532291622538,-0.0258454244194904,1.0,,,,,,,,
R2,folds_5_baseline,ipw,how_multimodal_score_mean,severity_index_v2,0.0429441392186785,0.0382762582220299,0.2618826853826871,0.0,1.0,,,,,,,,
R2,folds_10,ipw,how_multimodal_score_mean,total_days_incarcerated,-1.0029669277571731e-05,1.2282314946712412e-05,0.4141602716228859,-4.461516060165294e-06,1.0,,,,,,,,
R2,folds_3,ipw,how_multimodal_score_mean,total_days_incarcerated,-3.747903866890824e-06,1.2946591013266028e-05,0.772206712944433,1.8202493505156127e-06,1.0,,,,,,,,
