track,sample,outcome,spec_id,spec_label,hypothesis_family,weight_status,weight_column,sample_n,folds,nuisance_learner,engine_impl,x_block_id,x_exclude_columns,x_feature_count,treatment,estimate,std_error,ci_low,ci_high,p_value,outcome_oof_r2,treatment_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,p_value_adj_bh,p_value_adj_holm,significant_bh_0_05,significant_holm_0_05
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,-0.0018866100207873776,0.0009603380446629501,-0.0037688380013103776,-4.382040264377593e-06,0.04946900794085101,-0.19674400287436078,-0.2698415218544221,-0.27042836592559727,0.013041442646613555,3312.44226581057,0.14840702382255305,0.6549880176623769,0,0
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,2.3692127470982892e-05,1.2529985435548534e-05,-8.661927095036568e-07,4.825044765146944e-05,0.058646453799592685,-0.19674400287436078,-0.23680439889731453,-0.27042836592559727,0.013041442646613555,3312.44226581057,0.15080516691323834,0.7037574455951122,0,0
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.07561586434593033,0.03559187994837866,-0.14537466718682582,-0.005857061505034844,0.0336262077672095,-0.19674400287436078,-0.30463917702505516,-0.27042836592559727,0.013041442646613555,3312.44226581057,0.14840702382255305,0.538019324275352,0,0
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,0.0004034128671926036,0.0012197229952041237,-0.0019872002745228,0.002794026008908007,0.7408398426246605,-0.08123211168250277,-0.2698415218544221,-0.27042836592559727,0.0009680377765350912,3312.44226581057,0.8314614927525523,1.0,0,0
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,5.9502521839750445e-06,1.4002898000019349e-05,-2.149492357525083e-05,3.3395427943200924e-05,0.6708876660011436,-0.08123211168250277,-0.23680439889731453,-0.27042836592559727,0.0009680377765350912,3312.44226581057,0.8050651992013722,1.0,0,0
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.03339509043937254,0.044532142974763385,-0.12067648682429716,0.05388630594555208,0.4533090316812711,-0.08123211168250277,-0.30463917702505516,-0.27042836592559727,0.0009680377765350912,3312.44226581057,0.6799635475219067,1.0,0,0
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,-0.002473460183162942,0.001243450215175079,-0.0049105778214746775,-3.634254485120666e-05,0.04668010663318762,-0.1321824819757378,-0.24336254900544851,-0.24280432674403749,0.025728251054908502,3423.0593443846406,0.14840702382255305,0.6549880176623769,0,0
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,-6.758656874693038e-07,1.4189933606902515e-05,-2.848762450001278e-05,2.7135893125074172e-05,0.962011170366444,-0.1321824819757378,-0.18005808870637163,-0.24280432674403749,0.025728251054908502,3423.0593443846406,0.962011170366444,1.0,0,0
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.10500866056237776,0.05205447141710231,-0.20703354977416794,-0.002983771350587569,0.04366586784415846,-0.1321824819757378,-0.3049923425202923,-0.24280432674403749,0.025728251054908502,3423.0593443846406,0.14840702382255305,0.6549880176623769,0,0
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,0.001639345299359574,0.0016994520357057766,-0.0016915194840770261,0.004970210082796174,0.3347293179155586,-0.08226076583188657,-0.24336254900544851,-0.24280432674403749,0.00499013891440836,3423.0593443846406,0.6011838480384122,1.0,0,0
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,1.3259573087553727e-05,2.013652769130759e-05,-2.6207295961102632e-05,5.2726442136210086e-05,0.5102274368788994,-0.08226076583188657,-0.18005808870637163,-0.24280432674403749,0.00499013891440836,3423.0593443846406,0.695852918501072,1.0,0,0
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.039873554076715764,0.06526262227318949,-0.16778594326880875,0.0880388351153772,0.5412189366119449,-0.08226076583188657,-0.3049923425202923,-0.24280432674403749,0.00499013891440836,3423.0593443846406,0.695852918501072,1.0,0,0
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,-0.003048418713251016,0.0013724442947142543,-0.005738360101678431,-0.0003584773248236019,0.0263401094124995,-0.16347173817735206,-0.24089316028758434,-0.24641750744283017,0.03775208888308601,3463.3781242472814,0.14840702382255305,0.4477818600124915,0,0
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,3.757923345301534e-06,1.3792624557545312e-05,-2.3275124039769975e-05,3.0790970730373046e-05,0.7852691875996327,-0.16347173817735206,-0.20482727668151157,-0.24641750744283017,0.03775208888308601,3463.3781242472814,0.8314614927525523,1.0,0,0
track1_per_cell,main,share_class_Distrust,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.13806774148884632,0.044722280504348504,-0.2257218005838672,-0.050413682393825446,0.002020346248501954,-0.16347173817735206,-0.29353208535939457,-0.24641750744283017,0.03775208888308601,3463.3781242472814,0.03636623247303517,0.03636623247303517,1,1
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,0.002501320190198788,0.0015994472062843652,-0.000633538729291774,0.00563617910968935,0.11784917494126554,-0.1334730874740886,-0.24089316028758434,-0.24641750744283017,0.012949039387808559,3463.3781242472814,0.26516064361784747,1.0,0,0
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,2.111130361678067e-05,2.3421278319941636e-05,-2.479355836219372e-05,6.701616559575505e-05,0.3673901293568075,-0.1334730874740886,-0.20482727668151157,-0.24641750744283017,0.012949039387808559,3463.3781242472814,0.6011838480384122,1.0,0,0
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,632,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.08583463206007616,0.07359014815094239,-0.2300686720528901,0.05839940793273779,0.243457792906148,-0.1334730874740886,-0.29353208535939457,-0.24641750744283017,0.012949039387808559,3463.3781242472814,0.486915585812296,1.0,0,0
