track,sample,outcome,spec_id,spec_label,hypothesis_family,weight_status,weight_column,sample_n,folds,nuisance_learner,engine_impl,x_block_id,x_exclude_columns,x_feature_count,treatment,estimate,std_error,ci_low,ci_high,p_value,outcome_oof_r2,treatment_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,p_value_adj_bh,p_value_adj_holm,significant_bh_0_05,significant_holm_0_05,source_path,estimate_reference,std_error_reference,p_value_reference,estimate_delta_vs_reference,std_error_ratio_vs_reference,same_sign_as_reference,excluded_facility,remaining_rows
track1_per_cell,main,share_joint_Injury_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,568,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,-4.361127953925585e-06,9.657137639254162e-06,-2.3288769920609903e-05,1.4566514012758732e-05,0.6515598115620576,-0.196245498858165,-0.2742605905520472,0.1514963926817472,0.001530078774191,3554.5602907493662,0.8826094912807283,1.0,0,0,robustness/causal_robustness_v2/r15/minidoka/track1_per_cell/track1_per_cell_estimates_v1.csv,-1.4496609083943216e-05,1.0709750170040614e-05,0.1758672681872102,1.013548113001763e-05,0.9017145578492556,1.0,minidoka,569
track1_per_cell,main,share_joint_Injury_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,568,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.0114439807644328,0.0355886681652,-0.0811964886259721,0.0583085270971064,0.7477841639996836,-0.196245498858165,-0.2653226893853566,0.1514963926817472,0.001530078774191,3554.5602907493662,0.9094557058001838,1.0,0,0,robustness/causal_robustness_v2/r15/minidoka/track1_per_cell/track1_per_cell_estimates_v1.csv,-0.0133712574150162,0.0360725534227719,0.7108782980949662,0.0019272766505834,0.9865857775051092,1.0,minidoka,569
track1_per_cell,main,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,568,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,-0.0420373242102187,0.0224036332346073,-0.0859476384728936,0.0018729900524562,0.0606056001727951,-0.3140484395977023,0.9940724579826454,0.1514963926817472,0.0123898332991712,3554.5602907493662,0.4083776886145163,1.0,0,0,robustness/causal_robustness_v2/r15/minidoka/track1_per_cell/track1_per_cell_estimates_v1.csv,-0.051829075330831,0.0285360283690474,0.0693292706226815,0.0097917511206123,0.7850999075578502,1.0,minidoka,569
track1_per_cell,main,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,568,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,1.3201454077517651e-05,2.5413676501252195e-05,-3.660843657968854e-05,6.301134473472385e-05,0.6034381979602141,-0.3140484395977023,-0.2742605905520472,0.1514963926817472,0.0123898332991712,3554.5602907493662,0.8826094912807283,1.0,0,0,robustness/causal_robustness_v2/r15/minidoka/track1_per_cell/track1_per_cell_estimates_v1.csv,1.902454963531123e-05,2.416290569102073e-05,0.4310797726377837,-5.823095557793578e-06,1.0517640893949385,1.0,minidoka,569
track1_per_cell,main,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,568,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.0777594607789304,0.0761894695987061,-0.2270880771936037,0.0715691556357429,0.3074409529832649,-0.3140484395977023,-0.2653226893853566,0.1514963926817472,0.0123898332991712,3554.5602907493662,0.8036134870232761,1.0,0,0,robustness/causal_robustness_v2/r15/minidoka/track1_per_cell/track1_per_cell_estimates_v1.csv,-0.1543894330774073,0.0679081771576081,0.0229958956639596,0.0766299722984769,1.1219483836516175,1.0,minidoka,569
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,568,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,0.0643623894181441,0.0191994849935408,0.0267320903090868,0.1019926885272015,0.0008014378862141,-0.1901843168194106,0.9940724579826454,0.1514963926817472,0.029348830054526,3554.5602907493662,0.0216388229277813,0.0424762079693486,1,1,robustness/causal_robustness_v2/r15/minidoka/track1_per_cell/track1_per_cell_estimates_v1.csv,0.0523939834662066,0.0299276679538304,0.0799998155205095,0.011968405951937496,0.6415296047510273,1.0,minidoka,569
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,568,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,-2.1615507815798244e-05,2.175509298336181e-05,-6.425470654350743e-05,2.102369091191094e-05,0.3204255374126926,-0.1901843168194106,-0.2742605905520472,0.1514963926817472,0.029348830054526,3554.5602907493662,0.8036134870232761,1.0,0,0,robustness/causal_robustness_v2/r15/minidoka/track1_per_cell/track1_per_cell_estimates_v1.csv,-2.394460016101076e-06,2.139989320708673e-05,0.9109096635992462,-1.9221047799697168e-05,1.016598203217082,1.0,minidoka,569
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,568,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.0056048169415527,0.0657915494703168,-0.134553884390459,0.1233442505073535,0.932109919508168,-0.1901843168194106,-0.2653226893853566,0.1514963926817472,0.029348830054526,3554.5602907493662,0.9467892808131962,1.0,0,0,robustness/causal_robustness_v2/r15/minidoka/track1_per_cell/track1_per_cell_estimates_v1.csv,0.0419107897877182,0.0695224236455494,0.5466161683000083,-0.0475156067292709,0.9463356715776488,0.0,minidoka,569
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,568,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,0.0095736291948252,0.0171631721813055,-0.0240655701409933,0.0432128285306438,0.5769804950853761,-0.1851889497569261,0.9940724579826454,0.1514963926817472,0.0169086256908326,3554.5602907493662,0.8826094912807283,1.0,0,0,robustness/causal_robustness_v2/r15/minidoka/track1_per_cell/track1_per_cell_estimates_v1.csv,0.0016314485149317,0.02219093088568,0.941393359431192,0.0079421806798935,0.773431825358036,1.0,minidoka,569
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,568,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,3.451014192525305e-05,2.2293452076687383e-05,-9.184221236123897e-06,7.820450508663e-05,0.1216236128872989,-0.1851889497569261,-0.2742605905520472,0.1514963926817472,0.0169086256908326,3554.5602907493662,0.597061372355831,1.0,0,0,robustness/causal_robustness_v2/r15/minidoka/track1_per_cell/track1_per_cell_estimates_v1.csv,1.850126609838749e-05,2.329538356455997e-05,0.4270771977257297,1.600887582686556e-05,0.9569901270311403,1.0,minidoka,569
