narrator_id,n_segments_total,transcript_word_count,n_candidate_segments,technical_gap_ratio,reflection_sparsity,treatment_observed_flag,adolescent_exposure_flag,total_days_incarcerated,age_at_first_exposure,birth_year,gender,generation,interview_year,observability_tier
439,25,175,0,0.0,1.0,1,0.0,1275.0,33.5,1909.0,female,Nisei,2009.0,A
44,20,172,0,0.0,1.0,1,1.0,2745.0,16.333,1926.0,male,Nisei,1998.0,A
441,22,167,0,0.0,1.0,1,0.0,1393.0,22.417,1920.0,male,Nisei,2009.0,A
442,24,200,0,0.0,1.0,1,0.0,1269.0,3.5,1939.0,female,Nisei,2009.0,A
443,22,190,0,0.0,1.0,1,0.0,1269.0,6.5,1936.0,female,Nisei,2009.0,A
444,25,148,0,0.0,1.0,1,0.0,1295.0,21.417,1921.0,male,Nisei,2009.0,A
448,17,94,0,0.0,1.0,1,0.0,1295.0,9.417,1933.0,female,Nisei,2009.0,C
449,19,105,0,0.0,1.0,1,0.0,809.0,0.083,1944.0,female,Nisei,2009.0,A
452,38,2057,0,0.0,1.0,1,1.0,1295.0,10.417,1932.0,male,Nisei,2010.0,A
453,25,1369,0,0.0,1.0,1,0.0,1317.0,20.417,1922.0,female,Nisei,2010.0,A
454,25,1328,0,0.0,1.0,1,0.0,1383.0,20.25,1922.0,male,Nisei,2010.0,A
455,25,1376,0,0.0,1.0,1,0.0,1314.0,28.333,1914.0,male,Nisei,2010.0,A
456,25,1349,0,0.0,1.0,1,0.0,1392.0,20.417,1922.0,male,Nisei,2010.0,A
457,25,1364,0,0.0,1.0,1,0.0,2203.0,22.417,1920.0,male,Sansei,2010.0,A
458,25,1308,0,0.0,1.0,1,0.0,1956.0,27.417,1915.0,female,Nisei,2010.0,A
459,25,1335,0,0.0,1.0,1,0.0,810.0,26.417,1916.0,male,Nisei,2010.0,A
460,17,900,0,0.0,1.0,1,0.0,810.0,20.417,1922.0,female,Nisei,2010.0,A
462,6,325,0,0.0,1.0,1,1.0,1269.0,18.5,1924.0,male,Nisei,2000.0,A
464,8,451,0,0.0,1.0,1,0.0,1169.0,23.75,1919.0,male,Nisei,2000.0,A
465,8,442,0,0.0,1.0,1,0.0,1275.0,24.5,1918.0,male,Nisei,2000.0,A
471,15,813,0,0.0,1.0,1,0.0,1145.0,19.667,1923.0,male,Nisei,2000.0,A
473,9,489,0,0.0,1.0,1,0.0,1146.0,27.75,1915.0,male,Nisei,2000.0,A
474,7,370,0,0.0,1.0,1,0.0,1215.0,24.583,1918.0,male,Nisei,2000.0,A
48,50,834,0,0.0,1.0,1,1.0,1312.0,17.333,1925.0,female,Nisei,1997.0,A
484,25,1330,0,0.0,1.0,1,0.0,1269.0,7.5,1935.0,male,Nisei,2010.0,A
485,39,2081,0,0.0,1.0,1,1.0,3302.0,10.25,1932.0,female,Nisei,2010.0,A
489,25,189,0,0.0,1.0,1,1.0,2793.0,16.25,1926.0,male,Nisei,2010.0,A
490,25,1410,0,0.0,1.0,1,0.0,2026.0,9.417,1933.0,male,Nisei,2010.0,A
491,24,136,0,0.0,1.0,1,0.0,1383.0,9.25,1933.0,male,Nisei,2010.0,A
492,25,156,0,0.0,1.0,1,0.0,4433.0,23.5,1919.0,female,Nisei,2010.0,A
493,16,92,0,0.0,1.0,1,0.0,1269.0,29.5,1913.0,female,Nisei,2010.0,C
494,25,155,0,0.0,1.0,1,0.0,1352.0,24.333,1918.0,male,Nisei,2010.0,A
495,17,113,0,0.0,1.0,1,1.0,1295.0,15.417,1927.0,male,Nisei,2010.0,A
496,25,135,0,0.0,1.0,1,0.0,1269.0,29.5,1913.0,female,Nisei,2010.0,A
497,23,142,0,0.0,1.0,1,1.0,2240.0,14.25,1928.0,male,Nisei,2010.0,A
498,25,144,0,0.0,1.0,1,1.0,1314.0,18.333,1924.0,female,Nisei,2010.0,A
499,20,98,0,0.0,1.0,1,0.0,1269.0,7.5,1935.0,female,Nisei,2010.0,A
50,33,1878,0,0.0,1.0,1,0.0,1470.0,19.417,1923.0,male,Nisei,1994.0,A
500,15,101,0,0.0,1.0,1,1.0,2415.0,15.5,1927.0,male,Nisei,2010.0,A
501,25,132,0,0.0,1.0,1,1.0,1275.0,10.5,1932.0,female,Nisei,2010.0,A
502,16,83,0,0.0,1.0,1,1.0,1269.0,15.5,1927.0,male,Nisei,2010.0,C
503,19,103,0,0.0,1.0,1,1.0,1269.0,14.5,1928.0,male,Nisei,2010.0,A
505,25,1351,0,0.0,1.0,1,1.0,1295.0,17.417,1925.0,male,Nisei,2010.0,A
506,43,1516,0,0.0,1.0,1,1.0,1269.0,16.5,1926.0,male,Nisei,2010.0,A
508,24,172,0,0.0,1.0,1,0.0,1445.0,19.417,1923.0,male,Nisei,2010.0,A
51,24,602,0,0.0,1.0,1,0.0,2753.0,27.25,1915.0,male,Nisei,1997.0,A
510,38,1503,0,0.0,1.0,1,1.0,1269.0,14.5,1928.0,male,Nisei,2019.0,A
513,20,1076,0,0.0,1.0,1,1.0,1359.0,13.25,1929.0,male,Nisei,2010.0,A
514,25,1346,0,0.0,1.0,1,1.0,1295.0,13.417,1929.0,male,Nisei,2010.0,A
515,41,2200,0,0.0,1.0,1,1.0,1359.0,13.25,1929.0,male,Nisei,2011.0,A
516,12,665,0,0.0,1.0,1,0.0,2707.0,27.333,1915.0,male,Kibei,2010.0,A
518,38,2022,0,0.0,1.0,1,0.0,2291.0,5.667,1937.0,female,Nisei,2010.0,A
52,24,619,0,0.0,1.0,1,0.0,1314.0,24.333,1918.0,female,Nisei,1997.0,A
522,25,164,0,0.0,1.0,1,0.0,2707.0,19.333,1923.0,male,Kibei,2010.0,A
525,20,123,0,0.0,1.0,1,0.0,1314.0,5.333,1937.0,male,Sansei,2010.0,A
527,13,689,0,0.0,1.0,1,0.0,1295.0,28.417,1914.0,male,Nisei,2010.0,A
528,25,1330,0,0.0,1.0,1,1.0,2545.0,18.25,1924.0,female,Nisei,2010.0,A
529,22,103,0,0.0,1.0,1,1.0,1306.0,12.417,1930.0,female,Nisei,2010.0,A
530,22,112,0,0.0,1.0,1,1.0,131.0,15.417,1927.0,female,Nisei,2010.0,A
532,21,114,0,0.0,1.0,1,1.0,2510.0,11.417,1931.0,male,Nisei,2010.0,A
534,15,84,0,0.0,1.0,1,0.0,1306.0,9.417,1933.0,male,Nisei,2010.0,C
535,17,84,0,0.0,1.0,1,1.0,1306.0,18.417,1924.0,female,Nisei,2010.0,C
536,20,96,0,0.0,1.0,1,1.0,2581.0,16.417,1926.0,male,Nisei,2010.0,C
537,25,148,0,0.0,1.0,1,1.0,1400.0,17.25,1925.0,male,Nisei,2010.0,A
538,20,94,0,0.0,1.0,1,1.0,1979.0,13.417,1929.0,female,Nisei,2010.0,C
546,25,1331,0,0.0,1.0,1,0.0,1943.0,9.917,1933.0,male,Nisei,2011.0,A
55,25,282,0,0.0,1.0,1,0.0,1215.0,25.583,1917.0,female,Nisei,1999.0,A
550,18,973,0,0.0,1.0,1,0.0,1036.0,19.25,1924.0,male,Nisei,2011.0,A
552,24,1271,0,0.0,1.0,1,1.0,1269.0,15.5,1927.0,male,Nisei,2011.0,A
553,26,170,0,0.0,1.0,1,1.0,1275.0,12.5,1930.0,female,Nisei,2011.0,A
554,19,111,0,0.0,1.0,1,0.0,1312.0,19.333,1923.0,female,Nisei,2011.0,A
556,32,188,0,0.0,1.0,1,0.0,1314.0,8.333,1934.0,female,Nisei,2012.0,A
557,19,138,0,0.0,1.0,1,0.0,1269.0,19.5,1923.0,male,Nisei,2011.0,A
558,17,876,0,0.0,1.0,1,1.0,1393.0,17.417,1925.0,male,Nisei,2009.0,A
559,15,771,0,0.0,1.0,1,1.0,1306.0,16.417,1926.0,female,Nisei,2009.0,A
56,25,187,0,0.0,1.0,1,0.0,2745.0,39.417,1903.0,male,Kibei,1998.0,A
560,14,725,0,0.0,1.0,1,0.0,1312.0,7.333,1935.0,female,Nisei,2009.0,A
562,14,723,0,0.0,1.0,1,1.0,1312.0,18.333,1924.0,male,Nisei,2009.0,A
563,14,727,0,0.0,1.0,1,0.0,1352.0,8.333,1934.0,male,Nisei,2009.0,A
564,17,889,0,0.0,1.0,1,0.0,1186.0,2.667,1940.0,female,Sansei,2009.0,A
565,19,994,0,0.0,1.0,1,1.0,1306.0,11.417,1931.0,female,Nisei,2009.0,A
566,19,115,0,0.0,1.0,1,1.0,1277.0,12.417,1930.0,female,Nisei,2011.0,A
567,25,165,0,0.0,1.0,1,0.0,2753.0,0.25,1942.0,male,Nisei,2011.0,A
568,25,151,0,0.0,1.0,1,0.0,1275.0,20.5,1922.0,male,Nisei,2011.0,A
569,22,138,0,0.0,1.0,1,0.0,1489.0,6.25,1936.0,female,Nisei,2011.0,A
57,25,186,0,0.0,1.0,1,0.0,1312.0,32.333,1910.0,female,Nisei,1998.0,A
570,18,108,0,0.0,1.0,1,0.0,1383.0,21.25,1921.0,male,Nisei,2011.0,A
571,15,800,0,0.0,1.0,1,0.0,1314.0,4.333,1938.0,female,Nisei,2011.0,A
572,25,1343,0,0.0,1.0,1,1.0,2662.0,13.417,1929.0,male,Nisei,2011.0,A
573,20,1054,0,0.0,1.0,1,1.0,2444.0,13.5,1929.0,male,Nisei,2011.0,A
574,20,1047,0,0.0,1.0,1,1.0,2579.0,13.417,1929.0,female,Nisei,2011.0,A
576,25,1369,0,0.0,1.0,1,1.0,2538.0,17.417,1925.0,male,Nisei,2011.0,A
579,16,838,0,0.0,1.0,1,1.0,1312.0,14.333,1928.0,female,Nisei,2011.0,A
58,107,2332,0,0.0,1.0,1,0.0,1393.0,30.417,1912.0,male,Nisei,1998.0,A
580,20,1052,0,0.0,1.0,1,1.0,2589.0,17.417,1925.0,female,Nisei,2011.0,A
581,17,923,0,0.0,1.0,1,1.0,1314.0,18.333,1924.0,female,Nisei,2011.0,A
582,19,1003,0,0.0,1.0,1,1.0,1277.0,14.417,1928.0,male,Nisei,2011.0,A
583,9,478,0,0.0,1.0,1,0.0,2016.0,9.25,1933.0,female,Nisei,2011.0,A
584,25,1328,0,0.0,1.0,1,1.0,1383.0,13.25,1929.0,female,Nisei,2011.0,A
585,19,1007,0,0.0,1.0,1,1.0,1943.0,14.917,1928.0,female,Nisei,2011.0,A
587,24,1409,0,0.0,1.0,1,1.0,2587.0,17.333,1925.0,male,Nisei,2011.0,A
588,16,92,0,0.0,1.0,1,1.0,1312.0,13.333,1929.0,female,Nisei,2011.0,C
589,23,1208,0,0.0,1.0,1,1.0,847.0,13.25,1929.0,female,Nisei,2011.0,A
59,131,1143,0,0.0,1.0,1,1.0,1312.0,13.333,1929.0,male,Nisei,1999.0,A
590,50,2634,0,0.0,1.0,1,1.0,1275.0,12.5,1930.0,male,Nisei,2011.0,A
591,25,1317,0,0.0,1.0,1,0.0,1275.0,26.5,1916.0,male,Nisei,2011.0,A
592,47,2460,0,0.0,1.0,1,0.0,2240.0,7.25,1935.0,male,Sansei,2011.0,A
594,25,1326,0,0.0,1.0,1,0.0,3415.0,21.25,1921.0,male,Nisei,2011.0,A
595,22,1193,0,0.0,1.0,1,0.0,1359.0,8.25,1934.0,male,Sansei,2011.0,A
596,25,134,0,0.0,1.0,1,1.0,1269.0,18.5,1924.0,male,Nisei,2011.0,A
597,15,86,0,0.0,1.0,1,1.0,1359.0,14.25,1928.0,female,Nisei,2011.0,C
598,18,87,0,0.0,1.0,1,0.0,1269.0,6.5,1936.0,female,Nisei,2011.0,C
599,25,149,0,0.0,1.0,1,0.0,1269.0,7.5,1935.0,male,Sansei,2011.0,A
60,70,645,0,0.0,1.0,1,0.0,1393.0,6.417,1936.0,male,Sansei,1999.0,A
600,14,61,0,0.0,1.0,1,1.0,1360.0,17.25,1925.0,female,Nisei,2011.0,C
601,25,151,0,0.0,1.0,1,0.0,1955.0,23.417,1919.0,female,Nisei,2011.0,A
602,21,117,0,0.0,1.0,1,1.0,1269.0,15.5,1927.0,male,Nisei,2011.0,A
603,20,117,0,0.0,1.0,1,0.0,1269.0,24.5,1918.0,male,Nisei,2011.0,A
604,21,105,0,0.0,1.0,1,1.0,1269.0,17.5,1925.0,female,Nisei,2011.0,A
605,18,98,0,0.0,1.0,1,0.0,1269.0,26.5,1916.0,female,Nisei,2011.0,A
606,20,109,0,0.0,1.0,1,1.0,1269.0,10.5,1932.0,female,Sansei,2011.0,A
607,25,1299,0,0.0,1.0,1,0.0,1215.0,25.583,1917.0,male,Nisei,2011.0,A
608,25,1343,0,0.0,1.0,1,1.0,1383.0,18.25,1924.0,male,Nisei,2011.0,A
609,25,1329,0,0.0,1.0,1,0.0,1383.0,9.25,1933.0,male,Nisei,2011.0,A
61,25,190,0,0.0,1.0,1,0.0,1312.0,29.333,1913.0,female,Nisei,1997.0,A
610,23,1238,0,0.0,1.0,1,1.0,1314.0,11.333,1931.0,male,Nisei,2011.0,A
611,20,1057,0,0.0,1.0,1,0.0,1383.0,5.25,1937.0,male,Nisei,2011.0,A
612,25,1338,0,0.0,1.0,1,1.0,1359.0,17.25,1925.0,female,Nisei,2011.0,A
615,25,1322,0,0.0,1.0,1,1.0,847.0,18.25,1924.0,male,Nisei,2011.0,A
616,25,1332,0,0.0,1.0,1,0.0,1269.0,22.5,1920.0,male,Nisei,2011.0,A
617,25,1313,0,0.0,1.0,1,0.0,1429.0,21.25,1921.0,female,Nisei,2011.0,A
618,22,1162,0,0.0,1.0,1,1.0,1979.0,10.417,1932.0,female,Nisei,2011.0,A
619,25,1322,0,0.0,1.0,1,1.0,2668.0,11.417,1931.0,male,Nisei,2011.0,A
620,25,1323,0,0.0,1.0,1,0.0,2699.0,24.417,1918.0,female,Nisei,2011.0,A
621,22,1159,0,0.0,1.0,1,1.0,1269.0,16.5,1926.0,male,Nisei,2011.0,A
622,25,1295,0,0.0,1.0,1,1.0,1275.0,13.5,1929.0,female,Sansei,2011.0,A
623,25,1331,0,0.0,1.0,1,0.0,2662.0,2.417,1940.0,female,Sansei,2011.0,A
624,38,2027,0,0.0,1.0,1,0.0,2628.0,6.25,1936.0,male,Nisei,2011.0,A
625,22,1162,0,0.0,1.0,1,1.0,1295.0,14.417,1928.0,male,Nisei,2011.0,A
626,25,1321,0,0.0,1.0,1,0.0,2414.0,6.5,1936.0,male,Sansei,2011.0,A
627,25,1311,0,0.0,1.0,1,1.0,1269.0,16.5,1926.0,male,Nisei,2012.0,A
628,15,795,0,0.0,1.0,1,0.0,1269.0,6.5,1936.0,female,Nisei,2012.0,A
629,25,1326,0,0.0,1.0,1,1.0,1383.0,14.25,1928.0,female,Sansei,2012.0,A
63,25,135,0,0.0,1.0,1,0.0,1393.0,28.417,1914.0,male,Nisei,1998.0,A
631,18,943,0,0.0,1.0,1,0.0,1275.0,4.5,1938.0,male,Nisei,2012.0,A
632,16,857,0,0.0,1.0,1,1.0,1352.0,17.333,1925.0,male,Nisei,2012.0,A
633,25,1301,0,0.0,1.0,1,1.0,1269.0,15.5,1927.0,female,Nisei,2012.0,A
634,25,1298,0,0.0,1.0,1,1.0,1429.0,18.25,1924.0,male,Nisei,2012.0,A
636,22,1189,0,0.0,1.0,1,0.0,1943.0,6.917,1936.0,female,Sansei,2012.0,A
638,25,1312,0,0.0,1.0,1,1.0,2025.0,18.417,1924.0,male,Nisei,2012.0,A
639,25,1328,0,0.0,1.0,1,0.0,1352.0,20.333,1922.0,female,Nisei,2012.0,A
64,18,219,0,0.0,1.0,1,0.0,1275.0,22.5,1920.0,male,Sansei,1999.0,A
640,25,1315,0,0.0,1.0,1,0.0,1383.0,20.25,1922.0,female,Nisei,2012.0,A
641,25,1301,0,0.0,1.0,1,0.0,690.0,0.083,1944.0,male,Nisei,2012.0,A
642,34,1828,0,0.0,1.0,1,1.0,1400.0,12.25,1930.0,male,Nisei,2010.0,A
643,25,1314,0,0.0,1.0,1,1.0,3218.0,18.5,1924.0,male,Nisei,2012.0,A
645,11,592,0,0.0,1.0,1,0.0,1943.0,0.917,1942.0,male,Nisei,2012.0,A
65,25,211,0,0.0,1.0,1,0.0,3255.0,5.333,1937.0,female,Nisei,1998.0,A
650,22,1191,0,0.0,1.0,1,0.0,1400.0,24.25,1918.0,male,Nisei,2012.0,A
651,23,888,0,0.0,1.0,1,1.0,1275.0,11.5,1931.0,male,Nisei,2016.0,A
652,25,155,0,0.0,1.0,1,1.0,2662.0,12.417,1930.0,female,Nisei,2012.0,A
653,25,1344,0,0.0,1.0,1,0.0,1275.0,22.5,1920.0,male,Nisei,2012.0,A
654,25,1343,0,0.0,1.0,1,0.0,2616.0,19.417,1923.0,male,Nisei,2012.0,A
657,25,1322,0,0.0,1.0,1,0.0,1269.0,8.5,1934.0,male,Nisei,2012.0,A
658,25,1304,0,0.0,1.0,1,0.0,1269.0,19.5,1923.0,male,Nisei,2012.0,A
659,24,1249,0,0.0,1.0,1,1.0,2675.0,15.25,1927.0,female,Nisei,2012.0,A
66,8,604,0,0.0,1.0,1,1.0,633.0,14.833,1928.0,male,Nisei,1997.0,A
660,25,1308,0,0.0,1.0,1,1.0,1269.0,11.5,1931.0,male,Nisei,2012.0,A
661,23,138,0,0.0,1.0,1,1.0,1275.0,13.5,1929.0,male,Nisei,2012.0,A
662,16,830,0,0.0,1.0,1,0.0,1269.0,22.5,1920.0,female,Nisei,2012.0,A
663,21,1103,0,0.0,1.0,1,0.0,1269.0,26.5,1916.0,male,Nisei,2012.0,A
664,14,737,0,0.0,1.0,1,0.0,2705.0,21.333,1921.0,male,Nisei,2012.0,A
665,24,1291,0,0.0,1.0,1,0.0,1275.0,22.5,1920.0,male,Nisei,2012.0,A
666,18,102,0,0.0,1.0,1,1.0,1215.0,10.583,1932.0,male,Nisei,2012.0,A
669,15,772,0,0.0,1.0,1,0.0,1306.0,20.417,1922.0,female,Nisei,2003.0,A
67,16,155,0,0.0,1.0,1,0.0,1470.0,20.417,1922.0,female,Nisei,1998.0,A
671,13,675,0,0.0,1.0,1,0.0,1306.0,28.417,1914.0,female,Nisei,2003.0,A
672,25,154,0,0.0,1.0,1,1.0,1306.0,17.417,1925.0,male,Nisei,2003.0,A
673,12,638,0,0.0,1.0,1,0.0,1317.0,20.417,1922.0,female,Nisei,2003.0,A
674,16,338,0,0.0,1.0,1,0.0,1306.0,41.417,1901.0,female,Issei,2003.0,A
675,11,580,0,0.0,1.0,1,0.0,1306.0,27.417,1915.0,female,Nisei,2003.0,A
678,24,1259,0,0.0,1.0,1,0.0,1175.0,21.667,1921.0,male,Nisei,2003.0,A
679,19,383,0,0.0,1.0,1,0.0,1306.0,36.417,1906.0,female,Issei,2003.0,A
681,11,576,0,0.0,1.0,1,0.0,1306.0,28.417,1914.0,male,Nisei,2003.0,A
683,19,1000,0,0.0,1.0,1,0.0,1306.0,22.417,1920.0,female,Nisei,2003.0,A
684,15,784,0,0.0,1.0,1,0.0,2699.0,27.417,1915.0,male,Nisei,2003.0,A
685,16,834,0,0.0,1.0,1,0.0,1306.0,19.417,1923.0,male,Nisei,2003.0,A
690,22,1151,0,0.0,1.0,1,0.0,1306.0,20.417,1922.0,female,Nisei,2003.0,A
691,16,857,0,0.0,1.0,1,1.0,1175.0,11.667,1931.0,male,Nisei,2003.0,A
692,18,952,0,0.0,1.0,1,1.0,1524.0,16.417,1926.0,male,Nisei,2003.0,A
694,66,2563,0,0.0,1.0,1,1.0,1470.0,18.417,1924.0,male,Nisei,2003.0,A
695,15,788,0,0.0,1.0,1,1.0,1400.0,16.25,1926.0,female,Nisei,2003.0,A
696,25,1317,0,0.0,1.0,1,0.0,1306.0,8.417,1934.0,male,Nisei,2004.0,A
697,14,734,0,0.0,1.0,1,,1848.0,,,female,Nisei,2004.0,A
699,24,1252,0,0.0,1.0,1,0.0,1306.0,24.417,1918.0,male,Nisei,2004.0,A
700,21,1121,0,0.0,1.0,1,1.0,1306.0,15.417,1927.0,male,Nisei,2004.0,A
701,17,887,0,0.0,1.0,1,0.0,1306.0,27.417,1915.0,female,Nisei,2004.0,A
702,21,1101,0,0.0,1.0,1,1.0,1343.0,17.333,1925.0,male,Nisei,2004.0,A
703,25,1303,0,0.0,1.0,1,0.0,1269.0,24.5,1918.0,male,Nisei,2004.0,A
705,22,1151,0,0.0,1.0,1,,2656.0,,,female,Nisei,2004.0,A
707,12,619,0,0.0,1.0,1,0.0,1145.0,24.667,1918.0,female,Nisei,2004.0,A
708,23,1189,0,0.0,1.0,1,0.0,1470.0,22.417,1920.0,male,Nisei,2004.0,A
709,10,532,0,0.0,1.0,1,0.0,1306.0,28.417,1914.0,male,Nisei,2004.0,A
71,25,196,0,0.0,1.0,1,0.0,2444.0,28.5,1914.0,male,Nisei,1998.0,A
72,48,363,0,0.0,1.0,1,0.0,2444.0,23.5,1919.0,female,Nisei,1998.0,A
725,13,61,0,0.0,1.0,1,0.0,1215.0,21.583,1921.0,male,Nisei,2012.0,C
726,11,48,0,0.0,1.0,1,1.0,1393.0,17.417,1925.0,female,Nisei,2012.0,C
727,13,63,0,0.0,1.0,1,1.0,1445.0,17.417,1925.0,female,Nisei,2012.0,C
728,14,70,0,0.0,1.0,1,1.0,1393.0,14.417,1928.0,female,Nisei,2012.0,C
729,15,73,0,0.0,1.0,1,0.0,1393.0,0.417,1942.0,male,Nisei,2012.0,C
731,18,950,0,0.0,1.0,1,1.0,1306.0,14.417,1928.0,male,Nisei,2013.0,A
732,20,1062,0,0.0,1.0,1,1.0,1306.0,13.417,1929.0,female,Nisei,2013.0,A
736,29,140,0,0.0,1.0,1,0.0,1269.0,20.5,1922.0,male,Nisei,2012.0,A
738,19,105,0,0.0,1.0,1,1.0,1269.0,16.5,1926.0,male,Nisei,2011.0,A
739,28,190,0,0.0,1.0,1,0.0,1269.0,8.5,1934.0,female,Sansei,2012.0,A
74,25,189,0,0.0,1.0,1,0.0,1312.0,22.333,1920.0,female,Nisei,1998.0,A
740,19,108,0,0.0,1.0,1,1.0,1269.0,17.5,1925.0,male,Nisei,2012.0,A
742,22,147,0,0.0,1.0,1,0.0,1312.0,19.333,1923.0,female,Nisei,2012.0,A
744,17,94,0,0.0,1.0,1,0.0,1306.0,8.417,1934.0,female,Nisei,2012.0,C
745,25,168,0,0.0,1.0,1,1.0,3220.0,13.417,1929.0,male,Nisei,2013.0,A
746,22,146,0,0.0,1.0,1,0.0,1437.0,5.333,1937.0,female,Nisei,2013.0,A
747,25,177,0,0.0,1.0,1,1.0,1343.0,16.333,1926.0,female,Nisei,2013.0,A
748,25,133,0,0.0,1.0,1,0.0,1269.0,6.5,1936.0,female,Nisei,2013.0,A
75,25,139,0,0.0,1.0,1,0.0,1530.0,33.333,1909.0,female,Nisei,1998.0,A
750,25,173,0,0.0,1.0,1,1.0,1269.0,15.5,1927.0,female,Nisei,2013.0,A
751,25,144,0,0.0,1.0,1,0.0,1269.0,19.5,1923.0,female,Nisei,2013.0,A
752,25,425,0,0.0,1.0,1,,1269.0,,,male,Nisei,2013.0,A
753,14,229,0,0.0,1.0,1,1.0,1269.0,16.5,1926.0,male,Nisei,2013.0,A
754,13,69,0,0.0,1.0,1,0.0,1269.0,0.5,1942.0,female,Nisei,2013.0,C
755,18,931,0,0.0,1.0,1,1.0,2645.0,18.417,1924.0,male,Nisei,2013.0,A
757,17,889,0,0.0,1.0,1,0.0,2457.0,19.333,1923.0,female,Nisei,2013.0,A
758,12,629,0,0.0,1.0,1,1.0,1306.0,15.417,1927.0,female,Nisei,2013.0,A
759,16,832,0,0.0,1.0,1,1.0,1306.0,16.417,1926.0,male,Nisei,2013.0,A
76,25,177,0,0.0,1.0,1,1.0,1470.0,18.417,1924.0,female,Nisei,1998.0,A
760,21,1079,0,0.0,1.0,1,0.0,1306.0,19.417,1923.0,female,Nisei,2013.0,A
761,16,853,0,0.0,1.0,1,0.0,3249.0,9.417,1933.0,male,Nisei,2013.0,A
762,23,1211,0,0.0,1.0,1,1.0,1306.0,10.417,1932.0,male,Nisei,2013.0,A
763,20,1038,0,0.0,1.0,1,1.0,3255.0,11.333,1931.0,female,Nisei,2013.0,A
764,20,1054,0,0.0,1.0,1,0.0,1306.0,21.417,1921.0,male,Nisei,2013.0,A
765,15,789,0,0.0,1.0,1,0.0,1306.0,23.417,1919.0,female,Nisei,2014.0,A
766,16,863,0,0.0,1.0,1,1.0,2645.0,17.417,1925.0,female,Nisei,2014.0,A
767,18,963,0,0.0,1.0,1,1.0,1306.0,18.417,1924.0,male,Nisei,2014.0,A
768,17,910,0,0.0,1.0,1,0.0,2645.0,20.417,1922.0,male,Nisei,2014.0,A
769,25,1326,0,0.0,1.0,1,1.0,2581.0,15.417,1927.0,male,Nisei,2014.0,A
77,17,202,0,0.0,1.0,1,1.0,1312.0,14.333,1928.0,female,Nisei,1999.0,A
770,17,97,0,0.0,1.0,1,0.0,2662.0,7.417,1935.0,female,Nisei,2006.0,C
771,14,82,0,0.0,1.0,1,1.0,1470.0,18.417,1924.0,male,Nisei,2006.0,C
775,24,126,0,0.0,1.0,1,0.0,1269.0,5.5,1937.0,female,Nisei,2012.0,A
778,23,110,0,0.0,1.0,1,0.0,1306.0,23.417,1919.0,female,Nisei,2014.0,A
779,17,895,0,0.0,1.0,1,0.0,1312.0,20.333,1922.0,male,Nisei,2014.0,A
78,25,189,0,0.0,1.0,1,0.0,2579.0,21.417,1921.0,male,Nisei,1998.0,A
780,22,1141,0,0.0,1.0,1,1.0,1306.0,13.417,1929.0,female,Nisei,2014.0,A
781,16,851,0,0.0,1.0,1,1.0,1470.0,18.417,1924.0,female,Nisei,2014.0,A
782,23,1224,0,0.0,1.0,1,1.0,2444.0,15.5,1927.0,male,Nisei,2014.0,A
783,11,596,0,0.0,1.0,1,0.0,1306.0,19.417,1923.0,male,Nisei,2014.0,A
784,17,105,0,0.0,1.0,1,1.0,1306.0,17.417,1925.0,female,Nisei,2014.0,A
785,21,143,0,0.0,1.0,1,0.0,77.0,21.417,1921.0,male,Nisei,2014.0,A
786,18,99,0,0.0,1.0,1,0.0,1306.0,0.417,1942.0,female,Sansei,2014.0,A
787,13,676,0,0.0,1.0,1,1.0,2568.0,12.417,1930.0,female,Nisei,2014.0,A
788,16,827,0,0.0,1.0,1,0.0,1306.0,23.417,1919.0,female,Nisei,2014.0,A
789,13,681,0,0.0,1.0,1,0.0,1306.0,24.417,1918.0,female,Nisei,2014.0,A
79,50,811,0,0.0,1.0,1,0.0,1312.0,26.333,1916.0,male,Nisei,1998.0,A
790,23,1195,0,0.0,1.0,1,0.0,1306.0,3.417,1939.0,female,Kibei,2014.0,A
791,10,513,0,0.0,1.0,1,0.0,1306.0,9.417,1933.0,female,Nisei,2014.0,A
792,22,1155,0,0.0,1.0,1,1.0,1306.0,12.417,1930.0,male,Nisei,2014.0,A
793,11,573,0,0.0,1.0,1,1.0,1306.0,14.417,1928.0,female,Nisei,2014.0,A
794,30,189,0,0.0,1.0,1,0.0,1393.0,19.417,1923.0,male,Nisei,2014.0,A
796,37,325,0,0.0,1.0,1,0.0,1445.0,23.417,1919.0,female,Nisei,2014.0,A
798,7,369,0,0.0,1.0,1,1.0,1400.0,12.25,1930.0,male,Nisei,2010.0,A
8,30,990,0,0.0,1.0,1,0.0,1269.0,19.5,1923.0,female,Nisei,2002.0,A
800,4,216,0,0.0,1.0,1,1.0,1295.0,11.417,1931.0,female,Nisei,2010.0,A
801,6,310,0,0.0,1.0,1,0.0,2631.0,9.417,1933.0,male,Nisei,2010.0,A
802,8,432,0,0.0,1.0,1,1.0,1400.0,12.25,1930.0,male,Nisei,2010.0,A
803,9,476,0,0.0,1.0,1,1.0,1400.0,14.25,1928.0,male,Nisei,2010.0,A
804,4,206,0,0.0,1.0,1,1.0,1445.0,10.417,1932.0,female,Nisei,2010.0,A
805,5,258,0,0.0,1.0,1,,1314.0,,,female,Nisei,2010.0,A
