narrator_id,n_segments_total,transcript_word_count,n_candidate_segments,technical_gap_ratio,reflection_sparsity,treatment_observed_flag,adolescent_exposure_flag,total_days_incarcerated,age_at_first_exposure,birth_year,gender,generation,interview_year,observability_tier,how_multimodal_score_mean,how_multimodal_score_max,composure_score_mean,composure_score_max,r_how,p_hat_r_how,ipo_weight,ipo_weight_stabilized
464,8,451,0,0.0,1.0,1,0.0,1169.0,23.75,1919.0,male,Nisei,2000.0,A,0.4707,0.5089,0.175,0.25,1,0.8491548760560278,1.177641474126116,0.8380380294972399
465,8,442,0,0.0,1.0,1,0.0,1275.0,24.5,1918.0,male,Nisei,2000.0,A,0.785,0.8491,0.1375,0.2,1,0.8583788645689199,1.164986745686245,0.8290326200253615
471,15,813,0,0.0,1.0,1,0.0,1145.0,19.667,1923.0,male,Nisei,2000.0,A,0.2456,0.3359,0.2233,0.3,1,0.8261869577312344,1.2103797943580084,0.8613354064824924
473,9,489,0,0.0,1.0,1,0.0,1146.0,27.75,1915.0,male,Nisei,2000.0,A,0.5121,0.5897,0.2944,0.45,1,0.8673825590888228,1.1528938292816155,0.820427009525671
474,7,370,0,0.0,1.0,1,0.0,1215.0,24.583,1918.0,male,Nisei,2000.0,A,0.3036,0.4048,0.2643,0.4,1,0.8558584878360957,1.1684174594427912,0.8314739985429094
48,50,834,0,0.0,1.0,1,1.0,1312.0,17.333,1925.0,female,Nisei,1997.0,A,0.4834,0.6517,0.2654,0.55,1,0.7592227822847976,1.3171364497132316,0.9373060130340294
484,25,1330,0,0.0,1.0,1,0.0,1269.0,7.5,1935.0,male,Nisei,2010.0,A,0.3949,0.65,0.29,0.65,1,0.6340924824729628,1.5770570187175168,1.1222717485825258
485,39,2081,0,0.0,1.0,1,1.0,3302.0,10.25,1932.0,female,Nisei,2010.0,A,0.5221,0.806,0.3205,0.65,1,0.7024340510851351,1.423621190423754,1.013083118576946
489,25,189,0,0.0,1.0,1,1.0,2793.0,16.25,1926.0,male,Nisei,2010.0,A,0.4127,0.6,0.3248,0.6,1,0.81233761693347,1.2310152566551642,0.8760200983358477
490,25,1410,0,0.0,1.0,1,0.0,2026.0,9.417,1933.0,male,Nisei,2010.0,A,0.6388,0.7729,0.312,0.55,1,0.7126537220177946,1.4032060299476419,0.9985551988041081
491,24,136,0,0.0,1.0,1,0.0,1383.0,9.25,1933.0,male,Nisei,2010.0,A,0.2983,0.4132,0.2121,0.35,0,0.660679654290123,,
492,25,156,0,0.0,1.0,1,0.0,4433.0,23.5,1919.0,female,Nisei,2010.0,A,0.4737,0.7244,0.3496,0.72,1,0.858235451693259,1.1651814173220718,0.8291711530489273
493,16,92,0,0.0,1.0,1,0.0,1269.0,29.5,1913.0,female,Nisei,2010.0,C,0.3698,0.55,0.3563,0.55,0,0.703598309190959,,
494,25,155,0,0.0,1.0,1,0.0,1352.0,24.333,1918.0,male,Nisei,2010.0,A,0.7218,0.8636,0.3488,0.72,1,0.7774898198696377,1.286190474066491,0.9152841116135579
495,17,113,0,0.0,1.0,1,1.0,1295.0,15.417,1927.0,male,Nisei,2010.0,A,0.3035,0.45,0.2971,0.45,0,0.7054029371943304,,
496,25,135,0,0.0,1.0,1,0.0,1269.0,29.5,1913.0,female,Nisei,2010.0,A,0.5167,0.6341,0.38,0.55,0,0.703598309190959,,
497,23,142,0,0.0,1.0,1,1.0,2240.0,14.25,1928.0,male,Nisei,2010.0,A,0.5204,0.65,0.3565,0.65,0,0.7650902496007451,,
498,25,144,0,0.0,1.0,1,1.0,1314.0,18.333,1924.0,female,Nisei,2010.0,A,0.4264,0.5369,0.174,0.35,0,0.6082671354204836,,
499,20,98,0,0.0,1.0,1,0.0,1269.0,7.5,1935.0,female,Nisei,2010.0,A,0.4555,0.55,0.34,0.55,0,0.49810560233861423,,
50,33,1878,0,0.0,1.0,1,0.0,1470.0,19.417,1923.0,male,Nisei,1994.0,A,0.3949,0.5785,0.197,0.45,1,0.8828762215635791,1.1326616071152011,0.806029273058998
500,15,101,0,0.0,1.0,1,1.0,2415.0,15.5,1927.0,male,Nisei,2010.0,A,0.3235,0.45,0.3087,0.45,0,0.7842215031453378,,
501,25,132,0,0.0,1.0,1,1.0,1275.0,10.5,1932.0,female,Nisei,2010.0,A,0.6555,0.9308,0.2888,0.6,0,0.5279292039587679,,
502,16,83,0,0.0,1.0,1,1.0,1269.0,15.5,1927.0,male,Nisei,2010.0,C,0.3901,0.65,0.3719,0.65,0,0.7037451644299112,,
503,19,103,0,0.0,1.0,1,1.0,1269.0,14.5,1928.0,male,Nisei,2010.0,A,0.4631,0.75,0.4395,0.75,0,0.6954146121719709,,
505,25,1351,0,0.0,1.0,1,1.0,1295.0,17.417,1925.0,male,Nisei,2010.0,A,0.5637,0.7268,0.342,0.65,1,0.7216055577992059,1.3857986391483146,0.9861676803575606
506,43,1516,0,0.0,1.0,1,1.0,1269.0,16.5,1926.0,male,Nisei,2010.0,A,0.3709,0.5666,0.2472,0.45,1,0.7119422509636727,1.4046083072698907,0.9995530931121513
508,24,172,0,0.0,1.0,1,0.0,1445.0,19.417,1923.0,male,Nisei,2010.0,A,0.5278,0.82,0.5258,0.82,1,0.7482146484415265,1.3365148651966692,0.9510961601062271
51,24,602,0,0.0,1.0,1,0.0,2753.0,27.25,1915.0,male,Nisei,1997.0,A,0.419,0.8,0.4154,0.8,1,0.9332032506509673,1.0715779218540418,0.7625606517889478
510,38,1503,0,0.0,1.0,1,1.0,1269.0,14.5,1928.0,male,Nisei,2019.0,A,0.3036,0.55,0.2816,0.55,1,0.5761960436335511,1.735520420608753,1.2350381210193537
513,20,1076,0,0.0,1.0,1,1.0,1359.0,13.25,1929.0,male,Nisei,2010.0,A,0.3464,0.55,0.29,0.55,1,0.693012886073066,1.4429746114339461,1.0268554789801387
514,25,1346,0,0.0,1.0,1,1.0,1295.0,13.417,1929.0,male,Nisei,2010.0,A,0.4205,0.5729,0.2592,0.45,1,0.6886641749059043,1.4520865705503487,1.0333397684948538
515,41,2200,0,0.0,1.0,1,1.0,1359.0,13.25,1929.0,male,Nisei,2011.0,A,0.6178,0.7793,0.2915,0.7,1,0.6806248987079453,1.4692380515293166,1.0455451753511635
516,12,665,0,0.0,1.0,1,0.0,2707.0,27.333,1915.0,male,Kibei,2010.0,A,0.6366,0.8,0.5708,0.8,1,0.9050744829701672,1.104881442153045,0.7862602387514475
518,38,2022,0,0.0,1.0,1,0.0,2291.0,5.667,1937.0,female,Nisei,2010.0,A,0.5544,0.8368,0.3913,0.72,1,0.5734059018085435,1.7439653077269748,1.2410477060376914
52,24,619,0,0.0,1.0,1,0.0,1314.0,24.333,1918.0,female,Nisei,1997.0,A,0.3967,0.55,0.2729,0.55,1,0.8066481721117268,1.2396978442064734,0.8821988367059751
522,25,164,0,0.0,1.0,1,0.0,2707.0,19.333,1923.0,male,Kibei,2010.0,A,0.4946,0.75,0.4236,0.75,1,0.8741111819252565,1.1440192285350583,0.8141116299423065
525,20,123,0,0.0,1.0,1,0.0,1314.0,5.333,1937.0,male,Sansei,2010.0,A,0.4058,0.7,0.324,0.7,0,0.5179521684234097,,
527,13,689,0,0.0,1.0,1,0.0,1295.0,28.417,1914.0,male,Nisei,2010.0,A,0.6011,0.8,0.3962,0.8,1,0.8006255528051405,1.2490233374344775,0.888835082236208
528,25,1330,0,0.0,1.0,1,1.0,2545.0,18.25,1924.0,female,Nisei,2010.0,A,0.5666,0.7973,0.212,0.6,1,0.709948540401567,1.4085527937480817,1.0023600846695901
529,22,103,0,0.0,1.0,1,1.0,1306.0,12.417,1930.0,female,Nisei,2010.0,A,0.3381,0.396,0.2568,0.35,0,0.5500646653423445,,
530,22,112,0,0.0,1.0,1,1.0,131.0,15.417,1927.0,female,Nisei,2010.0,A,0.532,0.7376,0.3455,0.65,0,0.47099430461750635,,
532,21,114,0,0.0,1.0,1,1.0,2510.0,11.417,1931.0,male,Nisei,2010.0,A,0.5708,0.6551,0.2295,0.35,0,0.7623214105857186,,
534,15,84,0,0.0,1.0,1,0.0,1306.0,9.417,1933.0,male,Nisei,2010.0,C,0.2945,0.45,0.26,0.45,0,0.6550109663211324,,
535,17,84,0,0.0,1.0,1,1.0,1306.0,18.417,1924.0,female,Nisei,2010.0,C,0.4131,0.6,0.2676,0.6,0,0.6079657041149976,,
536,20,96,0,0.0,1.0,1,1.0,2581.0,16.417,1926.0,male,Nisei,2010.0,C,0.4847,0.8308,0.2175,0.45,0,0.8005910255691052,,
537,25,148,0,0.0,1.0,1,1.0,1400.0,17.25,1925.0,male,Nisei,2010.0,A,0.6021,0.9483,0.2892,0.45,0,0.7286956072328545,,
538,20,94,0,0.0,1.0,1,1.0,1979.0,13.417,1929.0,female,Nisei,2010.0,C,0.8461,0.9543,0.407,0.65,0,0.6201770104968126,,
546,25,1331,0,0.0,1.0,1,0.0,1943.0,9.917,1933.0,male,Nisei,2011.0,A,0.4188,0.7,0.3652,0.7,1,0.6963659634690619,1.4360265326845314,1.0219110588387947
55,25,282,0,0.0,1.0,1,0.0,1215.0,25.583,1917.0,female,Nisei,1999.0,A,0.4854,0.5678,0.3028,0.45,1,0.7893737980144914,1.26682694879827,0.9015045607770509
550,18,973,0,0.0,1.0,1,0.0,1036.0,19.25,1924.0,male,Nisei,2011.0,A,0.4182,0.55,0.3433,0.55,1,0.7020343212609135,1.424431783055727,1.0136599558121733
552,24,1271,0,0.0,1.0,1,1.0,1269.0,15.5,1927.0,male,Nisei,2011.0,A,0.5211,0.7,0.2854,0.7,1,0.6915975315713282,1.4459276592962573,1.0289569389455997
553,26,170,0,0.0,1.0,1,1.0,1275.0,12.5,1930.0,female,Nisei,2011.0,A,0.5711,0.6992,0.35,0.65,1,0.5333291361781549,1.875014755739797,1.3343056487921812
554,19,111,0,0.0,1.0,1,0.0,1312.0,19.333,1923.0,female,Nisei,2011.0,A,0.3997,0.5697,0.2421,0.45,0,0.6042171117542496,,
556,32,188,0,0.0,1.0,1,0.0,1314.0,8.333,1934.0,female,Nisei,2012.0,A,0.4677,0.6,0.3321,0.6,1,0.4825514260236943,2.072317987411559,1.4747113793277327
557,19,138,0,0.0,1.0,1,0.0,1269.0,19.5,1923.0,male,Nisei,2011.0,A,0.4517,0.6236,0.3632,0.55,0,0.7246988883677231,,
558,17,876,0,0.0,1.0,1,1.0,1393.0,17.417,1925.0,male,Nisei,2009.0,A,0.667,0.8596,0.2088,0.35,1,0.7400833916559861,1.3511990827985385,0.9615458029339911
559,15,771,0,0.0,1.0,1,1.0,1306.0,16.417,1926.0,female,Nisei,2009.0,A,0.6981,0.8247,0.2533,0.45,1,0.6027861868163381,1.6589630317867392,1.18055803970304
56,25,187,0,0.0,1.0,1,0.0,2745.0,39.417,1903.0,male,Kibei,1998.0,A,0.6287,0.7251,0.514,0.7,1,0.968858471860873,1.0321424945372195,0.7344974521419625
560,14,725,0,0.0,1.0,1,0.0,1312.0,7.333,1935.0,female,Nisei,2009.0,A,0.1991,0.3565,0.15,0.25,1,0.5156421318111848,1.9393295045296548,1.3800735726702515
562,14,723,0,0.0,1.0,1,1.0,1312.0,18.333,1924.0,male,Nisei,2009.0,A,0.4712,0.5955,0.2786,0.45,1,0.741596208846892,1.3484427078651062,0.9595843001604213
563,14,727,0,0.0,1.0,1,0.0,1352.0,8.333,1934.0,male,Nisei,2009.0,A,0.8721,0.9704,0.25,0.45,1,0.6625017750717556,1.5094299179676764,1.074146675291384
564,17,889,0,0.0,1.0,1,0.0,1186.0,2.667,1940.0,female,Sansei,2009.0,A,0.4567,0.719,0.2353,0.35,1,0.3571867330342711,2.1751579397572405,1.5478947657071216
565,19,994,0,0.0,1.0,1,1.0,1306.0,11.417,1931.0,female,Nisei,2009.0,A,0.6356,0.8858,0.25,0.45,1,0.5545050983014302,1.803409929075887,1.2833499299606548
566,19,115,0,0.0,1.0,1,1.0,1277.0,12.417,1930.0,female,Nisei,2011.0,A,0.3985,0.55,0.3711,0.55,0,0.5330948608672987,,
567,25,165,0,0.0,1.0,1,0.0,2753.0,0.25,1942.0,male,Nisei,2011.0,A,0.4796,0.65,0.2852,0.65,1,0.6814259755558348,1.4675108315093306,1.0443160439950931
568,25,151,0,0.0,1.0,1,0.0,1275.0,20.5,1922.0,male,Nisei,2011.0,A,0.5526,0.6078,0.232,0.35,1,0.7329725369089279,1.3643075963216482,0.9708741367978239
569,22,138,0,0.0,1.0,1,0.0,1489.0,6.25,1936.0,female,Nisei,2011.0,A,0.3184,0.4193,0.2509,0.35,0,0.49293781693252875,,
57,25,186,0,0.0,1.0,1,0.0,1312.0,32.333,1910.0,female,Nisei,1998.0,A,0.4052,0.7,0.4012,0.7,1,0.843849315496849,1.185045696708554,0.8433070525736817
570,18,108,0,0.0,1.0,1,0.0,1383.0,21.25,1921.0,male,Nisei,2011.0,A,0.423,0.8,0.4,0.8,0,0.7473259363152498,,
571,15,800,0,0.0,1.0,1,0.0,1314.0,4.333,1938.0,female,Nisei,2011.0,A,0.4432,0.7,0.3733,0.7,1,0.457407720592272,2.1751579397572405,1.5478947657071216
572,25,1343,0,0.0,1.0,1,1.0,2662.0,13.417,1929.0,male,Nisei,2011.0,A,0.7026,0.7981,0.2588,0.45,1,0.7761782916237466,1.2883637828984158,0.9168306905096067
573,20,1054,0,0.0,1.0,1,1.0,2444.0,13.5,1929.0,male,Nisei,2011.0,A,0.5069,0.7,0.35,0.7,1,0.7621173818541744,1.312133831099712,0.9337460291702553
574,20,1047,0,0.0,1.0,1,1.0,2579.0,13.417,1929.0,female,Nisei,2011.0,A,0.5008,0.6486,0.3225,0.45,1,0.6582132748052215,1.5192644060482068,1.0811451338147964
576,25,1369,0,0.0,1.0,1,1.0,2538.0,17.417,1925.0,male,Nisei,2011.0,A,0.3289,0.45,0.242,0.45,1,0.7951215738015177,1.2576693086303115,0.8949877635260917
579,16,838,0,0.0,1.0,1,1.0,1312.0,14.333,1928.0,female,Nisei,2011.0,A,0.3297,0.5603,0.2637,0.38,1,0.5555536932067078,1.8000060340304942,1.2809276362837334
58,107,2332,0,0.0,1.0,1,0.0,1393.0,30.417,1912.0,male,Nisei,1998.0,A,0.3408,0.7581,0.2448,0.6,1,0.8999820673283222,1.1111332506530824,0.7907091762177959
580,20,1052,0,0.0,1.0,1,1.0,2589.0,17.417,1925.0,female,Nisei,2011.0,A,0.3822,0.5709,0.2825,0.45,1,0.6937289565866475,1.441485165791979,1.025795553596852
581,17,923,0,0.0,1.0,1,1.0,1314.0,18.333,1924.0,female,Nisei,2011.0,A,0.4742,0.72,0.3494,0.72,1,0.5944605643393469,1.6821973735320002,1.1970921567502617
582,19,1003,0,0.0,1.0,1,1.0,1277.0,14.417,1928.0,male,Nisei,2011.0,A,0.3915,0.4879,0.2526,0.45,1,0.6833573672396176,1.4633631653660835,1.0413644648956237
583,9,478,0,0.0,1.0,1,0.0,2016.0,9.25,1933.0,female,Nisei,2011.0,A,0.363,0.6,0.3222,0.6,1,0.5710705488162384,1.7510971316466617,1.2461228836666134
584,25,1328,0,0.0,1.0,1,1.0,1383.0,13.25,1929.0,female,Nisei,2011.0,A,0.364,0.5158,0.1892,0.3,1,0.5518526160560681,1.8120780275478485,1.2895183575530351
585,19,1007,0,0.0,1.0,1,1.0,1943.0,14.917,1928.0,female,Nisei,2011.0,A,0.4924,0.7,0.3732,0.7,1,0.6151763662431294,1.6255500940437313,1.1567805886527167
587,24,1409,0,0.0,1.0,1,1.0,2587.0,17.333,1925.0,male,Nisei,2011.0,A,0.4623,0.6057,0.2833,0.45,1,0.7977929418970526,1.2534580684834389,0.8919909436348393
588,16,92,0,0.0,1.0,1,1.0,1312.0,13.333,1929.0,female,Nisei,2011.0,C,0.6226,0.72,0.3856,0.72,0,0.54574583308148,,
589,23,1208,0,0.0,1.0,1,1.0,847.0,13.25,1929.0,female,Nisei,2011.0,A,0.4228,0.7493,0.26,0.45,1,0.5023167144418825,1.9907758815294188,1.4166840533240919
59,131,1143,0,0.0,1.0,1,1.0,1312.0,13.333,1929.0,male,Nisei,1999.0,A,0.5211,0.9917,0.2542,0.45,1,0.8072222959031095,1.2388161291818798,0.8815713870635983
590,50,2634,0,0.0,1.0,1,1.0,1275.0,12.5,1930.0,male,Nisei,2011.0,A,0.3131,0.4566,0.179,0.35,1,0.6661685193864502,1.5011216695154148,1.0682343256378755
591,25,1317,0,0.0,1.0,1,0.0,1275.0,26.5,1916.0,male,Nisei,2011.0,A,0.4387,0.5575,0.332,0.45,1,0.7768830754429704,1.2871949867485666,0.9159989470258522
592,47,2460,0,0.0,1.0,1,0.0,2240.0,7.25,1935.0,male,Sansei,2011.0,A,0.3272,0.45,0.2109,0.45,1,0.6071732597781904,1.646976351305911,1.1720280292447887
594,25,1326,0,0.0,1.0,1,0.0,3415.0,21.25,1921.0,male,Nisei,2011.0,A,0.5078,0.786,0.3032,0.45,1,0.8627604627492026,1.159070267097638,0.8248223113984187
595,22,1193,0,0.0,1.0,1,0.0,1359.0,8.25,1934.0,male,Sansei,2011.0,A,0.4497,0.7434,0.2773,0.45,1,0.536976125009117,1.8622801897999128,1.3252434250328808
596,25,134,0,0.0,1.0,1,1.0,1269.0,18.5,1924.0,male,Nisei,2011.0,A,0.3907,0.6,0.3892,0.6,0,0.7163681519780076,,
597,15,86,0,0.0,1.0,1,1.0,1359.0,14.25,1928.0,female,Nisei,2011.0,C,0.388,0.6942,0.308,0.55,0,0.5594407720208037,,
598,18,87,0,0.0,1.0,1,0.0,1269.0,6.5,1936.0,female,Nisei,2011.0,C,0.4489,0.65,0.3778,0.65,0,0.4738202359717398,,
599,25,149,0,0.0,1.0,1,0.0,1269.0,7.5,1935.0,male,Sansei,2011.0,A,0.6252,0.8892,0.4288,0.72,0,0.5200417310924548,,
60,70,645,0,0.0,1.0,1,0.0,1393.0,6.417,1936.0,male,Sansei,1999.0,A,0.5421,0.9103,0.3503,0.72,1,0.6848329979746549,1.4602100117217325,1.0391206048373025
600,14,61,0,0.0,1.0,1,1.0,1360.0,17.25,1925.0,female,Nisei,2011.0,C,0.3803,0.4908,0.3036,0.45,0,0.5886003792910025,,
601,25,151,0,0.0,1.0,1,0.0,1955.0,23.417,1919.0,female,Nisei,2011.0,A,0.6056,0.8259,0.3348,0.7,1,0.6946449545759911,1.4395843422060075,1.0244428817630145
602,21,117,0,0.0,1.0,1,1.0,1269.0,15.5,1927.0,male,Nisei,2011.0,A,0.4897,0.55,0.3571,0.55,0,0.6915975315713282,,
603,20,117,0,0.0,1.0,1,0.0,1269.0,24.5,1918.0,male,Nisei,2011.0,A,0.3978,0.7,0.3625,0.7,0,0.7624372547870609,,
604,21,105,0,0.0,1.0,1,1.0,1269.0,17.5,1925.0,female,Nisei,2011.0,A,0.5007,0.6447,0.3452,0.45,0,0.5816342520106965,,
605,18,98,0,0.0,1.0,1,0.0,1269.0,26.5,1916.0,female,Nisei,2011.0,A,0.5397,0.7,0.4472,0.7,0,0.6655164533641945,,
606,20,109,0,0.0,1.0,1,1.0,1269.0,10.5,1932.0,female,Sansei,2011.0,A,0.5697,0.7697,0.2525,0.35,0,0.410960177224857,,
607,25,1299,0,0.0,1.0,1,0.0,1215.0,25.583,1917.0,male,Nisei,2011.0,A,0.7053,0.8272,0.3312,0.45,1,0.7662710298535097,1.3050212797307148,0.9286845663524691
608,25,1343,0,0.0,1.0,1,1.0,1383.0,18.25,1924.0,male,Nisei,2011.0,A,0.5306,0.6394,0.286,0.55,1,0.7238716533499968,1.3814603671412082,0.9830804615357572
609,25,1329,0,0.0,1.0,1,0.0,1383.0,9.25,1933.0,male,Nisei,2011.0,A,0.3819,0.6447,0.226,0.4,1,0.647650289597235,1.5440431604251834,1.0987782920787637
61,25,190,0,0.0,1.0,1,0.0,1312.0,29.333,1913.0,female,Nisei,1997.0,A,0.6064,0.8123,0.568,0.8,1,0.8355978151264789,1.1967479831773336,0.8516346814050163
610,23,1238,0,0.0,1.0,1,1.0,1314.0,11.333,1931.0,male,Nisei,2011.0,A,0.4248,0.4841,0.1978,0.3,1,0.6597883955461801,1.515637447930846,1.0785641030847115
611,20,1057,0,0.0,1.0,1,0.0,1383.0,5.25,1937.0,male,Nisei,2011.0,A,0.4524,0.7,0.3425,0.7,1,0.610679314633736,1.637520669256277,1.1652991382142583
612,25,1338,0,0.0,1.0,1,1.0,1359.0,17.25,1925.0,female,Nisei,2011.0,A,0.4524,0.8,0.332,0.8,1,0.5885105224674199,1.6992049620580238,1.2091951662722602
615,25,1322,0,0.0,1.0,1,1.0,847.0,18.25,1924.0,male,Nisei,2011.0,A,0.3336,0.4577,0.238,0.35,1,0.6824071796774194,1.4654007603974946,1.042814466583365
616,25,1332,0,0.0,1.0,1,0.0,1269.0,22.5,1920.0,male,Nisei,2011.0,A,0.5147,0.7,0.302,0.7,1,0.7477804309110995,1.3372909461960578,0.9516484380326992
617,25,1313,0,0.0,1.0,1,0.0,1429.0,21.25,1921.0,female,Nisei,2011.0,A,0.3516,0.55,0.314,0.55,1,0.6327606238956988,1.5803764681868624,1.1246339487541614
618,22,1162,0,0.0,1.0,1,1.0,1979.0,10.417,1932.0,female,Nisei,2011.0,A,0.4719,0.65,0.3182,0.65,1,0.5778084446735688,1.7306773710532164,1.2315916903395145
619,25,1322,0,0.0,1.0,1,1.0,2668.0,11.417,1931.0,male,Nisei,2011.0,A,0.3594,0.7192,0.216,0.35,1,0.7625081346258203,1.3114614186912539,0.9332675243093325
620,25,1323,0,0.0,1.0,1,0.0,2699.0,24.417,1918.0,female,Nisei,2011.0,A,0.4534,0.6539,0.3112,0.55,1,0.7572459061646956,1.3205749834486489,0.93975295643684
621,22,1159,0,0.0,1.0,1,1.0,1269.0,16.5,1926.0,male,Nisei,2011.0,A,0.4085,0.4841,0.2205,0.35,1,0.699987443457161,1.4285970546287372,1.0166240633593846
622,25,1295,0,0.0,1.0,1,1.0,1275.0,13.5,1929.0,female,Sansei,2011.0,A,0.3226,0.55,0.27,0.55,1,0.4405691569859367,2.1751579397572405,1.5478947657071216
623,25,1331,0,0.0,1.0,1,0.0,2662.0,2.417,1940.0,female,Sansei,2011.0,A,0.4898,0.7,0.4592,0.7,1,0.46004373359820117,2.1737063826053387,1.546861802685685
624,38,2027,0,0.0,1.0,1,0.0,2628.0,6.25,1936.0,male,Nisei,2011.0,A,0.4629,0.65,0.3245,0.65,1,0.7214743271750887,1.3860507052488897,0.9863470566642467
625,22,1162,0,0.0,1.0,1,1.0,1295.0,14.417,1928.0,male,Nisei,2011.0,A,0.5914,0.7548,0.2295,0.35,1,0.684800841282126,1.460278579868183,1.0391693995813738
626,25,1321,0,0.0,1.0,1,0.0,2414.0,6.5,1936.0,male,Sansei,2011.0,A,0.74,0.9273,0.306,0.45,1,0.6143044007585917,1.627857457581487,1.1584225641053472
627,25,1311,0,0.0,1.0,1,1.0,1269.0,16.5,1926.0,male,Nisei,2012.0,A,0.4109,0.6148,0.356,0.55,1,0.6877540937376316,1.4540080664085233,1.03470715121536
628,15,795,0,0.0,1.0,1,0.0,1269.0,6.5,1936.0,female,Nisei,2012.0,A,0.3982,0.7,0.39,0.7,1,0.45948585113135715,2.1751579397572405,1.5478947657071216
629,25,1326,0,0.0,1.0,1,1.0,1383.0,14.25,1928.0,female,Sansei,2012.0,A,0.3789,0.6388,0.2928,0.55,1,0.44477474863721145,2.1751579397572405,1.5478947657071216
63,25,135,0,0.0,1.0,1,0.0,1393.0,28.417,1914.0,male,Nisei,1998.0,A,0.4695,0.7,0.374,0.7,0,0.8926160959699245,,
631,18,943,0,0.0,1.0,1,0.0,1275.0,4.5,1938.0,male,Nisei,2012.0,A,0.3256,0.55,0.2956,0.55,1,0.5788188424378566,1.7276562659712695,1.2294417992178066
632,16,857,0,0.0,1.0,1,1.0,1352.0,17.333,1925.0,male,Nisei,2012.0,A,0.2666,0.45,0.2094,0.45,1,0.7019689188366787,1.424564497324506,1.013754398481472
633,25,1301,0,0.0,1.0,1,1.0,1269.0,15.5,1927.0,female,Nisei,2012.0,A,0.4021,0.55,0.2968,0.55,1,0.5480039266062886,1.824804442904013,1.2985747811607018
634,25,1298,0,0.0,1.0,1,1.0,1429.0,18.25,1924.0,male,Nisei,2012.0,A,0.4094,0.7755,0.3112,0.55,1,0.7156976770084006,1.3972380128156576,0.994308214108698
636,22,1189,0,0.0,1.0,1,0.0,1943.0,6.917,1936.0,female,Sansei,2012.0,A,0.5298,0.5907,0.2577,0.45,1,0.4216844112415388,2.1751579397572405,1.5478947657071216
638,25,1312,0,0.0,1.0,1,1.0,2025.0,18.417,1924.0,male,Nisei,2012.0,A,0.3801,0.4899,0.226,0.35,1,0.7591020196290872,1.3173459879458898,0.9374551254858743
639,25,1328,0,0.0,1.0,1,0.0,1352.0,20.333,1922.0,female,Nisei,2012.0,A,0.5935,0.7,0.388,0.7,1,0.6034718228717089,1.6570781966941786,1.1792167456661016
64,18,219,0,0.0,1.0,1,0.0,1275.0,22.5,1920.0,male,Sansei,1999.0,A,0.3101,0.4122,0.1983,0.35,1,0.7970895512196291,1.2545641809880672,0.892778079927291
640,25,1315,0,0.0,1.0,1,0.0,1383.0,20.25,1922.0,female,Nisei,2012.0,A,0.4067,0.65,0.32,0.65,1,0.6058192076107257,1.6506574691546567,1.174647601343843
641,25,1301,0,0.0,1.0,1,0.0,690.0,0.083,1944.0,male,Nisei,2012.0,A,0.5896,0.6996,0.292,0.45,1,0.47380430421215974,2.110576014421812,1.5019367125658614
642,34,1828,0,0.0,1.0,1,1.0,1400.0,12.25,1930.0,male,Nisei,2010.0,A,0.3519,0.7424,0.1926,0.35,1,0.6877920442097517,1.4539278382450092,1.034650058922384
643,25,1314,0,0.0,1.0,1,1.0,3218.0,18.5,1924.0,male,Nisei,2012.0,A,0.355,0.5195,0.2604,0.5,1,0.8309154285998384,1.2034919145563143,0.8564338253618811
645,11,592,0,0.0,1.0,1,0.0,1943.0,0.917,1942.0,male,Nisei,2012.0,A,0.4649,0.7205,0.2818,0.45,1,0.6024535218998908,1.659879083860961,1.1812099244167362
65,25,211,0,0.0,1.0,1,0.0,3255.0,5.333,1937.0,female,Nisei,1998.0,A,0.3475,0.4988,0.318,0.45,1,0.7921391860101881,1.2624044077869145,0.8983573741027048
650,22,1191,0,0.0,1.0,1,0.0,1400.0,24.25,1918.0,male,Nisei,2012.0,A,0.3317,0.6,0.3114,0.6,1,0.7598815124631498,1.3159946433734229,0.936493476148989
651,23,888,0,0.0,1.0,1,1.0,1275.0,11.5,1931.0,male,Nisei,2016.0,A,0.6492,0.924,0.1826,0.45,1,0.5898337260476048,1.6953930503446513,1.2064825181097432
652,25,155,0,0.0,1.0,1,1.0,2662.0,12.417,1930.0,female,Nisei,2012.0,A,0.7001,0.8133,0.2776,0.55,1,0.6431134842880848,1.554935519828172,1.1065295573077927
653,25,1344,0,0.0,1.0,1,0.0,1275.0,22.5,1920.0,male,Nisei,2012.0,A,0.6366,0.9149,0.208,0.4,1,0.7371945923772154,1.3564939438518149,0.9653137535548216
654,25,1343,0,0.0,1.0,1,0.0,2616.0,19.417,1923.0,male,Nisei,2012.0,A,0.5215,0.7001,0.304,0.55,1,0.8035192901099388,1.2445251934937098,0.8856340946968442
657,25,1322,0,0.0,1.0,1,0.0,1269.0,8.5,1934.0,male,Nisei,2012.0,A,0.4902,0.5918,0.364,0.55,1,0.6163911231076792,1.6223465304923073,1.1545008556906988
658,25,1304,0,0.0,1.0,1,0.0,1269.0,19.5,1923.0,male,Nisei,2012.0,A,0.5043,0.9,0.43,0.9,1,0.7130601236063303,1.4024062865028264,0.9979860821117006
659,24,1249,0,0.0,1.0,1,1.0,2675.0,15.25,1927.0,female,Nisei,2012.0,A,0.3737,0.5384,0.3208,0.45,1,0.6702373505491366,1.4920087625386491,1.0617493616029026
