track,sample,outcome,spec_id,spec_label,hypothesis_family,weight_status,weight_column,sample_n,folds,nuisance_learner,engine_impl,x_block_id,x_exclude_columns,x_feature_count,treatment,estimate,std_error,ci_low,ci_high,p_value,outcome_oof_r2,treatment_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,p_value_adj_bh,p_value_adj_holm,significant_bh_0_05,significant_holm_0_05,source_path,estimate_reference,std_error_reference,p_value_reference,estimate_delta_vs_reference,std_error_ratio_vs_reference,same_sign_as_reference,aggregation_variant,analysis_rows,analysis_narrators
track1_per_cell,main,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,severity_index_v2,-0.0737177540698126,0.1734342768634326,-0.413642690406889,0.2662071822672638,0.6708022657710657,-0.1517631910799606,-0.3083045171309035,-0.0642204961359641,0.2039557564172245,5371.880332767508,0.9113977255200748,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,0.0419107897877182,0.0695224236455494,0.5466161683000083,-0.1156285438575308,2.4946523404831744,0.0,interview_equal_mean,31,31
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,age_at_first_exposure,-0.0094258966842785,0.008325629977756,-0.0257438315892873,0.0068920382207302,0.2575696247202299,-0.14821598934844,0.6312847517200249,-0.0642204961359641,0.1880246186163977,5371.880332767508,0.9113977255200748,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,0.0016314485149317,0.02219093088568,0.941393359431192,-0.0110573451992102,0.3751816460808592,0.0,interview_equal_mean,31,31
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,total_days_incarcerated,6.284505489658332e-05,2.9426633710761095e-05,5.1699126372393176e-06,0.0001205201971559,0.0327077736021882,-0.14821598934844,-0.5156417229970138,-0.0642204961359641,0.1880246186163977,5371.880332767508,0.6536421071214893,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,1.850126609838749e-05,2.329538356455997e-05,0.4270771977257297,4.434378879819583e-05,1.263195930181154,1.0,interview_equal_mean,31,31
track1_per_cell,main,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,severity_index_v2,-0.1231398856467376,0.145215567742724,-0.4077571684170131,0.1614773971235378,0.3964491531760084,-0.14821598934844,-0.3083045171309035,-0.0642204961359641,0.1880246186163977,5371.880332767508,0.9113977255200748,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,0.029860925196916,0.0468904935774151,0.5242404149951592,-0.1530008108436536,3.0969084917602014,0.0,interview_equal_mean,31,31
track1_per_cell,main,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,age_at_first_exposure,0.0015514078966596,0.002224427186055,-0.0028083892742401,0.0059112050675593,0.4855265199003691,-0.1825000530052378,0.4757743830125484,-0.1703189008792176,0.2479386764927394,4992.01411532568,0.9113977255200748,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,0.0037565397339553,0.0230481073616987,0.8705287434250556,-0.0022051318372956997,0.09651235787592473,1.0,interview_equal_mean,31,31
track1_per_cell,main,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,total_days_incarcerated,8.324752494924931e-06,1.874248753960033e-05,-2.8409848063382444e-05,4.50593530532323e-05,0.6569234677907775,-0.1825000530052378,-0.3469560672231349,-0.1703189008792176,0.2479386764927394,4992.01411532568,0.9113977255200748,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,1.6044416808411866e-06,1.2511487793583455e-05,0.8979610392091656,6.720310814083745e-06,1.4980222855040835,1.0,interview_equal_mean,31,31
track1_per_cell,main,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,severity_index_v2,0.0858282119957863,0.0850489375234739,-0.0808646424736196,0.2525210664651924,0.3128966312580029,-0.1825000530052378,-0.6397750184270665,-0.1703189008792176,0.2479386764927394,4992.01411532568,0.9113977255200748,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,-0.0393447638675631,0.0335249281733084,0.2405563789669994,0.1251729758633494,2.536886494843782,0.0,interview_equal_mean,31,31
track1_per_cell,main,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,age_at_first_exposure,0.0041525510513938,0.0080268354917555,-0.0115797574222749,0.0198848595250626,0.6049233592804167,-0.0676974082422083,0.4757743830125484,-0.1703189008792176,0.0298372069553064,4992.01411532568,0.9113977255200748,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,-0.0097598928212472,0.0405143368944936,0.80963283136354,0.013912443872641,0.1981233337882039,0.0,interview_equal_mean,31,31
track1_per_cell,main,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,total_days_incarcerated,-9.043198624679292e-06,2.624027330348229e-05,-6.047318924399245e-05,4.238679199463387e-05,0.7303721699573911,-0.0676974082422083,-0.3469560672231349,-0.1703189008792176,0.0298372069553064,4992.01411532568,0.9113977255200748,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,1.1541388391370472e-05,2.5096733216671048e-05,0.6456051389749582,-2.0584587016049764e-05,1.0455652963650113,0.0,interview_equal_mean,31,31
track1_per_cell,main,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_v1,31,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,severity_index_v2,-0.0133407170797722,0.1198888639921888,-0.2483185726518833,0.2216371384923387,0.9113977255200748,-0.0676974082422083,-0.6397750184270665,-0.1703189008792176,0.0298372069553064,4992.01411532568,0.9113977255200748,1.0,0,0,robustness/causal_robustness_v2/r7/track1_per_cell/track1_per_cell_estimates_v1.csv,-0.1288588507336072,0.067515108641425,0.0563146405301495,0.115518133653835,1.7757338528317057,1.0,interview_equal_mean,31,31
