track,outcome,spec_id,spec_label,hypothesis_family,treatment_columns,n_treatments,weight_status,weight_column,sample_n,engine_target,x_block_id,x_exclude_columns,status,notes,folds,nuisance_learner,x_feature_count,engine_impl,coefficient_rows,outcome_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,error_message
track1_per_cell,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,unweighted,,37,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,29,crossfit_plr_residual_ols_hc3_v1,3,-0.551975133060586,-0.08048866250409632,0.3392204088935308,4265.018964247611,
track1_per_cell,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,unweighted,,37,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,29,crossfit_plr_residual_ols_hc3_v1,3,-0.40923041121829473,-0.08048866250409632,0.13005206756118437,4265.018964247611,
track1_per_cell,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,unweighted,,37,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,29,crossfit_plr_residual_ols_hc3_v1,3,-0.16955298246301354,-0.08048866250409632,0.14989640422269335,4265.018964247611,
track1_per_cell,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,unweighted,,37,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,29,crossfit_plr_residual_ols_hc3_v1,3,-0.23614190009906033,-0.08048866250409632,0.10508228099455064,4265.018964247611,
track1_per_cell,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,ipw,ipw_weight_interview_v1,37,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,29,crossfit_plr_residual_ols_hc3_v1,3,-0.2265006211100058,-0.05882674071609647,0.24951807195817177,5653.762335880067,
track1_per_cell,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,ipw,ipw_weight_interview_v1,37,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,29,crossfit_plr_residual_ols_hc3_v1,3,-0.45675377937166006,-0.05882674071609647,0.39090576271046273,5653.762335880067,
track1_per_cell,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,ipw,ipw_weight_interview_v1,37,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,29,crossfit_plr_residual_ols_hc3_v1,3,-0.6949735969553086,-0.05882674071609647,0.4446821937780363,5653.762335880067,
track1_per_cell,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,ipw,ipw_weight_interview_v1,37,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,29,crossfit_plr_residual_ols_hc3_v1,3,-0.9323117888701387,-0.05882674071609647,0.38994375660024494,5653.762335880067,
track1_per_cell,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,rake,rake_weight_interview_v1,37,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,29,crossfit_plr_residual_ols_hc3_v1,3,-0.368626651297973,-0.16553009917431147,0.3338820925064646,5435.942567311411,
track1_per_cell,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,rake,rake_weight_interview_v1,37,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,29,crossfit_plr_residual_ols_hc3_v1,3,-0.2319538411022426,-0.16553009917431147,0.19203197546029604,5435.942567311411,
track1_per_cell,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,rake,rake_weight_interview_v1,37,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,29,crossfit_plr_residual_ols_hc3_v1,3,-0.2892625353445506,-0.16553009917431147,0.347337850453582,5435.942567311411,
track1_per_cell,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,3,rake,rake_weight_interview_v1,37,dml_plr,primary,,estimated,Primary joint timing/dosage/severity comparison.,5,lightgbm_regressor,29,crossfit_plr_residual_ols_hc3_v1,3,-0.4509844223307433,-0.16553009917431147,0.16450236645894722,5435.942567311411,
