track,sample,outcome,spec_id,spec_label,hypothesis_family,weight_status,weight_column,sample_n,folds,nuisance_learner,engine_impl,x_block_id,x_exclude_columns,x_feature_count,treatment,estimate,std_error,ci_low,ci_high,p_value,outcome_oof_r2,treatment_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,p_value_adj_bh,p_value_adj_holm,significant_bh_0_05,significant_holm_0_05
track2,main,authority_stance,joint_continuous,Joint continuous treatments,H3,unweighted,,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,age_at_first_exposure,0.000719894301916388,0.0016938137995321126,-0.0025999197416834994,0.004039708345516276,0.6708265879021782,-0.17696312609842169,0.7006694322350749,-0.08048866250409632,0.28674126306145764,4265.018964247611,0.7546799113899505,1.0,0,0
track2,main,authority_stance,joint_continuous,Joint continuous treatments,H3,unweighted,,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,total_days_incarcerated,2.5146378331649747e-05,1.0792463929329167e-05,3.993537725716944e-06,4.629921893758255e-05,0.01980645780179948,-0.17696312609842169,-0.3321083735021124,-0.08048866250409632,0.28674126306145764,4265.018964247611,0.05941937340539844,0.3763226982341901,0,0
track2,main,authority_stance,joint_continuous,Joint continuous treatments,H3,unweighted,,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,severity_index_v2,0.045362417067085596,0.042257481935219256,-0.03746072560329609,0.1281855597374673,0.2830573424111704,-0.17696312609842169,-0.6100270462452515,-0.08048866250409632,0.28674126306145764,4265.018964247611,0.42458601361675563,1.0,0,0
track2,main,belonging_stance,joint_continuous,Joint continuous treatments,H3,unweighted,,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,age_at_first_exposure,0.00836264367956012,0.005012618826435674,-0.0014619086884812334,0.018187196047601474,0.09525255859868664,-0.015861916165299306,0.7006694322350749,-0.08048866250409632,0.1777312181601728,4265.018964247611,0.21431825684704495,1.0,0,0
track2,main,belonging_stance,joint_continuous,Joint continuous treatments,H3,unweighted,,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,total_days_incarcerated,2.4678681286531496e-05,1.4037760284987056e-05,-2.8348232956498588e-06,5.2192185868712854e-05,0.07874388880855408,-0.015861916165299306,-0.3321083735021124,-0.08048866250409632,0.1777312181601728,4265.018964247611,0.19328045434826913,1.0,0,0
track2,main,belonging_stance,joint_continuous,Joint continuous treatments,H3,unweighted,,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,severity_index_v2,-0.012633243845776023,0.062440881058339476,-0.13501512188307066,0.1097486341915186,0.8396640016918401,-0.015861916165299306,-0.6100270462452515,-0.08048866250409632,0.1777312181601728,4265.018964247611,0.8396640016918401,1.0,0,0
track2,main,how_multimodal_score_mean,joint_continuous,Joint continuous treatments,H3,unweighted,,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,age_at_first_exposure,0.006407743126071642,0.007166715367960071,-0.007638760882579819,0.020454247134723103,0.3712696646646402,-0.03351013516542123,0.7006694322350749,-0.08048866250409632,0.09144252160660893,4265.018964247611,0.5012140472972643,1.0,0,0
track2,main,how_multimodal_score_mean,joint_continuous,Joint continuous treatments,H3,unweighted,,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,total_days_incarcerated,2.4411911178106776e-05,2.5802332561736492e-05,-2.615973136002186e-05,7.498355371623542e-05,0.3440911729973888,-0.03351013516542123,-0.3321083735021124,-0.08048866250409632,0.09144252160660893,4265.018964247611,0.48897166689102617,1.0,0,0
track2,main,how_multimodal_score_mean,joint_continuous,Joint continuous treatments,H3,unweighted,,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,severity_index_v2,-0.1548691174262105,0.0974286829317879,-0.3458258270336871,0.03608759218126606,0.11193313923963309,-0.03351013516542123,-0.6100270462452515,-0.08048866250409632,0.09144252160660893,4265.018964247611,0.21587105424786382,1.0,0,0
track2,main,authority_stance,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_interview_v1,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,age_at_first_exposure,-0.0038221171910246426,0.0014615651808724806,-0.006686732306592474,-0.0009575020754568108,0.008920525083271794,-0.7635698270095679,0.7005346292132834,-0.05882674071609647,0.6585970906497102,5653.762335880067,0.045464636665986595,0.20517207691525127,1,0
track2,main,authority_stance,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_interview_v1,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,total_days_incarcerated,3.422487127511341e-05,8.777783029915656e-06,1.702073267237185e-05,5.142900987785496e-05,9.657735975564055e-05,-0.7635698270095679,-0.38135945603200194,-0.05882674071609647,0.6585970906497102,5653.762335880067,0.0013037943567011476,0.0025110113536466546,1,1
track2,main,authority_stance,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_interview_v1,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,severity_index_v2,0.07236553260665743,0.02986853539008696,0.013824278971126973,0.13090678624218788,0.015401339273656223,-0.7635698270095679,-0.4956553953295708,-0.05882674071609647,0.6585970906497102,5653.762335880067,0.05197952004858975,0.30802678547312445,0,0
track2,main,belonging_stance,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_interview_v1,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,age_at_first_exposure,0.014730231168454441,0.005162071331421715,0.004612757273241156,0.02484770506366773,0.004323365743233551,-0.42010380685246895,0.7005346292132834,-0.05882674071609647,0.279150064071781,5653.762335880067,0.03164579547363649,0.10808414358083877,1,0
track2,main,belonging_stance,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_interview_v1,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,total_days_incarcerated,-3.835968570669955e-05,2.4054987248305686e-05,-8.550659436194896e-05,8.787222948549856e-06,0.11078680165994456,-0.42010380685246895,-0.38135945603200194,-0.05882674071609647,0.279150064071781,5653.762335880067,0.21587105424786382,1.0,0,0
track2,main,belonging_stance,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_interview_v1,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,severity_index_v2,0.09764876833448488,0.07741191969598193,-0.054075806243746555,0.24937334291271632,0.20715838224897498,-0.42010380685246895,-0.4956553953295708,-0.05882674071609647,0.279150064071781,5653.762335880067,0.32901625416013675,1.0,0,0
track2,main,how_multimodal_score_mean,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_interview_v1,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,age_at_first_exposure,0.01601388659903125,0.006478382646919762,0.0033164899329992514,0.028711283265063246,0.01343986985385465,-0.5431805931174227,0.7005346292132834,-0.05882674071609647,0.21540465890959792,5653.762335880067,0.05183949800772508,0.28223726693094764,0,0
track2,main,how_multimodal_score_mean,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_interview_v1,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,total_days_incarcerated,-2.563919432287251e-05,3.5036961920578186e-05,-9.431037781490707e-05,4.3031989169162055e-05,0.46430553565472044,-0.5431805931174227,-0.38135945603200194,-0.05882674071609647,0.21540465890959792,5653.762335880067,0.5969642601274977,1.0,0,0
track2,main,how_multimodal_score_mean,joint_continuous,Joint continuous treatments,H3,ipw,ipw_weight_interview_v1,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,severity_index_v2,-0.06717192525925571,0.12453663341376853,-0.3112592415061095,0.17691539098759806,0.5896282461284796,-0.5431805931174227,-0.4956553953295708,-0.05882674071609647,0.21540465890959792,5653.762335880067,0.7236346657031342,1.0,0,0
track2,main,authority_stance,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_interview_v1,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,age_at_first_exposure,-0.0028185359935722853,0.0015867988930767876,-0.005928604674710813,0.0002915326875662424,0.07569333387923351,-0.785379896360854,0.708284917309079,-0.16553009917431147,0.677497384004772,5435.942567311411,0.19328045434826913,1.0,0,0
track2,main,authority_stance,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_interview_v1,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,total_days_incarcerated,3.1735667256440266e-05,6.653705630183687e-06,1.8694643857548854e-05,4.477669065533168e-05,1.8457103827603784e-06,-0.785379896360854,-0.40563055094793476,-0.16553009917431147,0.677497384004772,5435.942567311411,4.983418033453022e-05,4.983418033453022e-05,1,1
track2,main,authority_stance,joint_continuous,Joint continuous treatments,H3,rake,rake_weight_interview_v1,37,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,29,severity_index_v2,0.07505436118548399,0.026542479452385023,0.023032057398414928,0.12707666497255304,0.004688265996094294,-0.785379896360854,-0.7992446638840787,-0.16553009917431147,0.677497384004772,5435.942567311411,0.03164579547363649,0.11251838390626306,1,0
