track,sample,outcome,spec_id,spec_label,weight_status,weight_column,sample_n,folds,nuisance_learner,x_block_id,x_exclude_columns,x_feature_count,outcome_oof_r2,mean_treatment_oof_r2,min_treatment_oof_r2,max_treatment_oof_r2,final_model_r2,condition_number,status,error_message
track2,main,authority_stance,joint_continuous,Joint continuous treatments,unweighted,,633,5,lightgbm_regressor,primary,,30,-0.2839488229017715,-0.3791091760116492,-0.39186315692682205,-0.3622202022803045,0.0015740899311829093,3453.803344541224,estimated,
track2,main,belonging_stance,joint_continuous,Joint continuous treatments,unweighted,,633,5,lightgbm_regressor,primary,,30,0.04847418737619713,-0.3791091760116492,-0.39186315692682205,-0.3622202022803045,0.008535964061187618,3453.803344541224,estimated,
track2,main,how_multimodal_score_mean,joint_continuous,Joint continuous treatments,unweighted,,633,5,lightgbm_regressor,primary,,30,-0.12019568313229412,-0.3791091760116492,-0.39186315692682205,-0.3622202022803045,0.009542338314236343,3453.803344541224,estimated,
track2,main,authority_stance,joint_continuous,Joint continuous treatments,ipw,ipw_weight_v1,632,5,lightgbm_regressor,primary,,30,-0.33431890495982186,-0.3809830696300887,-0.4648754426083612,-0.32356606893814654,0.004677157450874048,3506.469998895388,estimated,
track2,main,belonging_stance,joint_continuous,Joint continuous treatments,ipw,ipw_weight_v1,632,5,lightgbm_regressor,primary,,30,0.09319078528082247,-0.3809830696300887,-0.4648754426083612,-0.32356606893814654,0.02344248179801056,3506.469998895388,estimated,
track2,main,how_multimodal_score_mean,joint_continuous,Joint continuous treatments,ipw,ipw_weight_v1,632,5,lightgbm_regressor,primary,,30,-0.17630782238296727,-0.3809830696300887,-0.4648754426083612,-0.32356606893814654,0.005420158509441331,3506.469998895388,estimated,
track2,main,authority_stance,joint_continuous,Joint continuous treatments,rake,rake_weight_v1,632,5,lightgbm_regressor,primary,,30,-0.3464896241871518,-0.4131214296215169,-0.5020048940468924,-0.3391022492707074,0.005701701711173457,3518.9806278078927,estimated,
track2,main,belonging_stance,joint_continuous,Joint continuous treatments,rake,rake_weight_v1,632,5,lightgbm_regressor,primary,,30,-0.045747233787644115,-0.4131214296215169,-0.5020048940468924,-0.3391022492707074,0.014363607914086085,3518.9806278078927,estimated,
track2,main,how_multimodal_score_mean,joint_continuous,Joint continuous treatments,rake,rake_weight_v1,632,5,lightgbm_regressor,primary,,30,-0.20953593477340293,-0.4131214296215169,-0.5020048940468924,-0.3391022492707074,0.012842653715639862,3518.9806278078927,estimated,
