track,sample,outcome,spec_id,spec_label,hypothesis_family,weight_status,weight_column,sample_n,folds,nuisance_learner,engine_impl,x_block_id,x_exclude_columns,x_feature_count,treatment,estimate,std_error,ci_low,ci_high,p_value,outcome_oof_r2,treatment_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,p_value_adj_bh,p_value_adj_holm,significant_bh_0_05,significant_holm_0_05
track1_ilr,main,ilr_joint6_1,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,age_at_first_exposure,-0.19971524003373206,0.8966736194088988,-1.9571632399623493,1.5577327598948851,0.8237464108858772,-0.1881786877413849,0.995908135794145,0.15324540822843882,0.0026223393068790513,3362.755842718917,0.966251865942299,1.0,0,0
track1_ilr,main,ilr_joint6_1,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,0.0005138707237522837,0.00042398478349763057,-0.00031712418189608447,0.001344865629400652,0.225511327781853,-0.1881786877413849,-0.21716826213803175,0.15324540822843882,0.0026223393068790513,3362.755842718917,0.7891603677966768,1.0,0,0
track1_ilr,main,ilr_joint6_1,joint_continuous,Joint continuous treatments,H3,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.8783079598452876,1.328015611867032,-3.481170730011594,1.7245548103210186,0.5083758931336501,-0.1881786877413849,-0.3190036489707968,0.15324540822843882,0.0026223393068790513,3362.755842718917,0.9555383670135685,1.0,0,0
track1_ilr,main,ilr_joint6_1,timing_dummy,Adolescent timing contrast,H1,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,adolescent_exposure_flag,3.9723999658234574,8.06884317812032,-11.842242060194076,19.78704199184099,0.6224977783283008,-0.1881786877413849,0.9904288049220813,0.9904288049220813,0.0008232120324849213,20.816097403322196,0.9555383670135685,1.0,0,0
track1_ilr,main,ilr_joint6_1,amplification,Timing amplification interactions,H4,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,adolescent_exposure_flag,2.529520833440284,8.44375345014521,-14.019931823180148,19.078973490060715,0.7645028562703828,-0.1881786877413849,0.9904288049220813,0.21253483747776003,0.003946496489463325,16916.72853264391,0.9613334523190873,1.0,0,0
track1_ilr,main,ilr_joint6_1,amplification,Timing amplification interactions,H4,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,total_days_incarcerated,0.0002513421603845486,0.0005401150692522483,-0.0008072639228572152,0.0013099482436263125,0.6416813472234195,-0.1881786877413849,-0.21716826213803175,0.21253483747776003,0.003946496489463325,16916.72853264391,0.9555383670135685,1.0,0,0
track1_ilr,main,ilr_joint6_1,amplification,Timing amplification interactions,H4,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,severity_index_v2,-0.4673120649852942,1.7432113160055231,-3.8839434617987907,2.9493193318282023,0.7886412835518273,-0.1881786877413849,-0.3190036489707968,0.21253483747776003,0.003946496489463325,16916.72853264391,0.9613334523190873,1.0,0,0
track1_ilr,main,ilr_joint6_1,amplification,Timing amplification interactions,H4,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,adolescent_x_dosage_v1,0.0006463082377664458,0.0008319904068864452,-0.000984362995213812,0.002276979470746704,0.43726394700479576,-0.1881786877413849,0.690559686411093,0.21253483747776003,0.003946496489463325,16916.72853264391,0.9344216013749764,1.0,0,0
track1_ilr,main,ilr_joint6_1,amplification,Timing amplification interactions,H4,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,primary,,30,adolescent_x_severity_v1,-1.1333932581535817,2.6731492712754465,-6.372669555152948,4.105883038845784,0.6715718243450055,-0.1881786877413849,-0.08214239283554559,0.21253483747776003,0.003946496489463325,16916.72853264391,0.9555383670135685,1.0,0,0
track1_ilr,main,ilr_joint6_1,expressive_environment,Interview-year moderation,H5,unweighted,,633,5,lightgbm_regressor,crossfit_plr_residual_ols_hc3_v1,h5_no_interview_year_controls,interview_year;age_at_interview,28,adolescent_exposure_flag,5.806263155247461,8.07791310035576,-10.026155591694115,21.638681902189035,0.47227489743217965,-0.2188011491811006,0.9922043607387165,0.2764585705093821,0.017658678372141634,168.80700358644745,0.942138726820258,1.0,0,0
